GEOID,Mo_period_1_tt,Mo_period_2_tt,Mo_period_3_tt,Mo_period_4_tt,Tu_period_1_tt,Tu_period_2_tt,Tu_period_3_tt,Tu_period_4_tt,We_period_1_tt,We_period_2_tt,We_period_3_tt,We_period_4_tt,Th_period_1_tt,Th_period_2_tt,Th_period_3_tt,Th_period_4_tt,Fr_period_1_tt,Fr_period_2_tt,Fr_period_3_tt,Fr_period_4_tt,Sa_period_1_tt,Sa_period_2_tt,Sa_period_3_tt,Sa_period_4_tt,Su_period_1_tt,Su_period_2_tt,Su_period_3_tt,Su_period_4_tt,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36047119400,33.55,33.55,33.55,42.79,7.24,7.24,7.24,7.24,16.75,7.72,6.32,6.32,33.55,14.2,4.72,20.57,17.7,4.45,20.57,20.57,3.68,3.68,6.32,6.32,61.22,45.8,77.08,162.34,3.68,25.43857142857143,0.5714285714285714,55788,86471,5898,0.4761,0.3376,0.19,113549.0,BK_rest,-27078.0,1,1
36047119600,39.61,39.61,39.61,49.05,11.65,11.65,11.65,11.65,11.75,8.1,3.02,3.02,39.61,10.91,5.64,22.3,24.3,8.87,22.3,22.3,10.1,9.61,10.5,10.5,64.83,44.21,83.15,163.91,3.02,28.336071428571433,0.5357142857142857,43916,68069,5099,0.4067,0.2716,0.125,113549.0,BK_rest,-45480.0,1,1
36047119800,20.27,20.27,21.69,31.72,9.75,9.75,13.0,13.0,20.27,11.47,6.79,6.79,21.69,4.0,6.79,5.44,20.37,15.89,6.79,6.79,13.68,11.67,13.99,13.99,41.09,34.14,63.0,142.68,4.0,21.670357142857142,0.6071428571428571,38854,60223,3664,0.4523,0.3507,0.166,113549.0,BK_rest,-53326.0,1,1
36047120000,41.06,41.06,41.06,54.14,9.49,9.49,17.97,17.97,15.57,2.38,6.36,6.36,41.06,16.44,12.29,29.06,28.19,15.05,20.98,25.52,15.17,15.17,16.85,16.85,71.56,49.68,88.53,169.53,2.38,31.958571428571428,0.5357142857142857,34522,116625,2769,0.3031,0.2045,0.125,113549.0,BK_rest,3076.0,0,1
36047120200,44.6,44.6,44.6,58.03,12.39,12.39,21.47,21.47,15.99,5.25,8.41,8.41,44.6,17.92,15.55,31.7,32.11,18.6,17.14,21.6,18.99,18.99,20.33,20.33,74.6,50.5,92.4,170.22,5.25,34.399642857142865,0.42857142857142855,80170,124263,2160,0.5222,0.1514,0.132,113549.0,BK_rest,10714.0,0,0
36047120801,35.43,35.43,35.43,50.61,3.65,3.65,17.19,17.19,20.17,3.93,10.44,10.44,35.43,19.89,12.91,30.05,24.01,14.32,24.9,29.98,12.99,12.99,16.22,16.22,71.16,53.19,85.16,171.95,3.65,31.247499999999995,0.5,69235,107314,5672,0.5113,0.0962,0.058,113549.0,BK_rest,-6235.0,1,0
36047120802,38.48,38.48,38.48,54.79,5.95,5.95,21.07,21.07,21.27,3.5,11.87,11.87,38.48,21.9,16.25,33.43,28.12,18.15,21.05,26.35,17.13,17.13,20.05,20.05,75.09,55.24,89.35,175.09,3.5,33.77285714285714,0.32142857142857145,30707,47595,4556,0.3355,0.3205,0.15,113549.0,BK_rest,-65954.0,1,1
36047120803,41.1,41.1,41.1,58.53,9.13,9.13,24.9,24.9,23.42,6.67,14.61,14.61,41.1,24.67,19.87,36.98,31.78,21.97,18.0,23.55,21.04,21.04,23.86,23.86,78.91,57.79,93.1,177.62,6.67,36.58357142857143,0.25,29331,45463,1916,0.267,0.1173,0.075,113549.0,BK_rest,-68086.0,1,1
36047121000,32.17,32.17,32.17,46.16,5.05,5.05,13.61,13.61,20.38,7.75,6.81,6.81,32.17,19.06,10.55,27.08,19.64,10.94,27.08,27.08,8.94,8.94,12.78,12.78,67.27,51.75,80.71,168.83,5.05,28.833571428571428,0.5357142857142857,14494,2499,4237,0.0293,0.5336,0.3,113549.0,BK_rest,-111050.0,1,1
36047121400,33.57,33.57,33.57,52.55,3.78,3.78,22.44,22.44,26.34,8.81,14.28,14.28,33.57,26.23,18.92,35.83,25.71,19.75,25.51,31.12,17.65,17.65,21.6,21.6,75.9,59.52,87.05,177.64,3.78,34.45214285714285,0.32142857142857145,20600,30417,4720,0.1933,0.4856,0.192,113549.0,BK_rest,-83132.0,1,1
