GEOID,Mo_period_1_tt_3,Mo_period_2_tt_3,Mo_period_3_tt_3,Mo_period_4_tt_3,Tu_period_1_tt_3,Tu_period_2_tt_3,Tu_period_3_tt_3,Tu_period_4_tt_3,We_period_1_tt_3,We_period_2_tt_3,We_period_3_tt_3,We_period_4_tt_3,Th_period_1_tt_3,Th_period_2_tt_3,Th_period_3_tt_3,Th_period_4_tt_3,Fr_period_1_tt_3,Fr_period_2_tt_3,Fr_period_3_tt_3,Fr_period_4_tt_3,Sa_period_1_tt_3,Sa_period_2_tt_3,Sa_period_3_tt_3,Sa_period_4_tt_3,Su_period_1_tt_3,Su_period_2_tt_3,Su_period_3_tt_3,Su_period_4_tt_3,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36081127700,29.14,23.3,24.33,91.69,27.2,20.18,22.25,41.44,25.56,18.58,23.67,30.03,27.2,21.98,21.44,51.0,28.87,20.36,27.29,49.75,36.59,28.93,34.66,52.77,42.21,30.51,79.85,104.1,18.58,36.959999999999994,0.03571428571428571,127730,128201,3331,0.9835,0.0073,0.042,115496.0,Queens,12705.0,0,0
36081129102,44.68,26.19,40.22,104.63,43.15,20.79,38.16,55.65,38.53,19.99,18.0,26.28,28.75,30.22,29.05,67.69,40.99,26.39,30.92,56.47,46.17,38.09,50.2,67.2,56.26,36.56,89.79,116.96,18.0,45.99928571428571,0.07142857142857142,122123,127173,4083,0.9732,0.0536,0.041,115496.0,Queens,11677.0,0,0
36081129103,49.74,33.82,43.7,116.02,46.95,26.05,40.6,61.74,43.06,25.31,25.98,35.88,33.13,32.56,34.27,76.29,46.8,33.04,37.42,65.61,53.33,45.54,58.14,73.52,63.66,43.03,100.99,126.18,25.31,52.58428571428571,0.0,69964,131700,4477,0.8011,0.1351,0.106,115496.0,Queens,16204.0,0,0
36081129104,49.07,29.2,44.46,111.79,47.02,20.63,42.54,60.09,42.18,19.16,19.45,29.73,29.99,31.64,33.38,73.19,45.28,31.02,35.15,62.3,50.29,41.6,55.52,71.83,61.87,40.34,96.88,123.26,19.16,49.95928571428569,0.07142857142857142,96711,139970,4384,0.9106,0.0536,0.083,115496.0,Queens,24474.0,0,0
36081130100,52.25,29.41,48.0,121.22,50.29,22.98,45.72,65.77,45.06,19.91,16.13,28.22,36.0,35.88,35.22,78.21,48.6,32.54,35.44,64.82,52.43,41.84,57.69,80.3,67.33,40.53,102.53,136.52,16.13,53.24428571428571,0.07142857142857142,87083,82069,4075,0.8407,0.0434,0.067,115496.0,Queens,-33427.0,1,0
36081133300,34.78,25.92,29.03,93.96,33.08,24.39,26.09,45.43,29.67,22.35,27.46,32.32,27.04,24.05,24.59,56.73,32.8,23.58,29.04,52.97,40.89,32.96,41.1,55.81,46.55,32.66,83.3,104.9,22.35,40.480357142857144,0.0,118562,143558,4115,0.9758,0.0321,0.076,115496.0,Queens,28062.0,0,0
36081133900,31.35,23.94,25.15,92.93,30.0,19.05,21.67,43.78,27.04,19.47,24.93,35.36,28.19,19.42,23.27,53.82,31.22,21.35,27.51,53.9,40.88,32.64,38.34,53.29,44.05,32.82,83.2,103.83,19.05,38.65714285714286,0.10714285714285714,125063,193847,1310,0.9222,0.1634,0.087,115496.0,Queens,78351.0,0,0
36081134100,34.09,25.33,26.22,93.39,31.11,19.22,22.37,44.58,28.05,20.22,25.47,38.61,28.99,19.22,24.38,58.09,33.58,23.01,26.05,56.97,44.35,34.44,42.0,55.4,47.34,35.42,83.71,101.19,19.22,40.10000000000001,0.07142857142857142,80964,125494,3508,0.935,0.0519,0.084,115496.0,Queens,9998.0,0,0
36081134701,40.43,29.98,31.77,108.21,36.67,25.52,28.44,51.71,33.16,24.77,31.05,41.11,31.37,25.61,27.67,68.7,38.5,28.15,31.54,64.8,50.24,38.1,48.94,64.12,56.39,40.48,94.22,114.83,24.77,46.65999999999999,0.0,74518,115502,5313,0.7619,0.1455,0.137,115496.0,Queens,6.0,0,0
36081134702,41.26,30.96,33.51,104.52,38.27,26.44,30.42,51.74,34.71,26.33,30.83,38.01,31.59,26.59,27.98,67.08,39.65,27.56,32.43,61.37,48.36,38.67,48.84,63.32,55.58,39.2,91.39,112.06,26.33,46.38107142857143,0.0,78618,64459,4726,0.862,0.1113,0.095,115496.0,Queens,-51037.0,1,0
