GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24,tt_25,fp_25,tt_26,fp_26,tt_27,fp_27,tt_28,fp_28,tt_29,fp_29,tt_30,fp_30,tt_31,fp_31,tt_32,fp_32,tt_33,fp_33,tt_34,fp_34,tt_35,fp_35,tt_36,fp_36,tt_37,fp_37,tt_38,fp_38
36085007001,Staten Island,SI0201,-74.08683166616673,40.58996077908184,POINT (-74.0868318269113 40.5899606783218),POINT (-74.08683166616673 40.58996077908184),28.483,85326,33.659,FPC-620,34.861,83916,36.384,FPC-27,45.192,FPC-621,49.771,83521,45.975,81564,34.033,81698,47.65,83348,59.637,85172,60.502,84151,43.214,82998,69.161,84949,42.183,81458,74.281,DSNY-BRS-1309,73.947,85338,48.059,80720,69.731,81987,58.908,83993,54.321,82798,48.465,81735,56.603,87369,55.554,DSNY-BRS-1461,56.859,81199,57.545,81119,57.545,80730,57.662,84273,77.544,83630,70.433,83311,68.753,FPC-493,68.184,FPC-714,73.914,FPC-397,88.34,DSNY-BRS-1033,91.216,83296,82.942,Plentiful-1342,97.178,81145,92.405,FPC-513,92.405,FPC-662,92.405,80086
36085007002,Staten Island,SI0201,-74.07618747854184,40.58753492055703,POINT (-74.07618765303083 40.58753479707253),POINT (-74.07618747854184 40.58753492055703),29.502,85326,38.085,FPC-620,39.287,83916,40.81,FPC-27,50.188,81564,52.197,83521,47.618,FPC-621,38.874,81698,52.491,83348,64.478,85172,65.343,84151,74.002,84949,48.055,82998,79.122,DSNY-BRS-1309,78.788,85338,47.024,81458,52.9,80720,74.572,81987,63.749,83993,59.162,82798,53.306,81735,61.444,87369,60.395,DSNY-BRS-1461,61.7,81199,82.385,83630,62.386,81119,62.386,80730,62.503,84273,75.274,83311,73.594,FPC-493,73.025,FPC-714,93.181,DSNY-BRS-1033,78.755,FPC-397,96.057,83296,87.783,Plentiful-1342,102.019,81145,97.246,FPC-513,97.246,FPC-662,97.246,80086
36085007400,Staten Island,SI0201,-74.06512232849792,40.59442147035284,POINT (-74.06512231348108 40.594421425634664),POINT (-74.06512232849792 40.59442147035284),20.562,85326,32.018,FPC-620,33.22,83916,34.743,FPC-27,41.705,81564,48.431,83521,44.939,FPC-621,36.598,81698,50.215,83348,62.202,85172,63.067,84151,71.365,84949,75.093,DSNY-BRS-1309,74.759,85338,45.779,82998,44.748,81458,72.296,81987,50.624,80720,61.473,83993,56.886,82798,51.03,81735,59.168,87369,58.119,DSNY-BRS-1461,59.424,81199,80.109,83630,60.11,81119,60.11,80730,60.227,84273,72.998,83311,71.318,FPC-493,70.749,FPC-714,90.905,DSNY-BRS-1033,76.479,FPC-397,93.781,83296,85.507,Plentiful-1342,99.743,81145,94.97,FPC-513,94.97,FPC-662,94.97,80086
36085008100,Staten Island,SI0101,-74.093256217092,40.64280522427155,POINT (-74.09325625132337 40.64280523112657),POINT (-74.09325621709201 40.64280522427155),21.148,85326,15.878,FPC-620,19.755,83916,18.578,FPC-27,26.154,83521,31.545,FPC-621,55.151,81698,64.332,82998,63.301,81458,68.768,83348,66.803,81564,69.177,80720,80.755,85172,81.62,84151,90.279,84949,69.583,81735,75.439,82798,77.721,87369,76.672,DSNY-BRS-1461,94.261,DSNY-BRS-1309,93.927,85338,80.026,83993,77.977,81199,90.849,81987,78.663,81119,78.663,80730,78.78,84273,98.662,83630,91.551,83311,89.871,FPC-493,89.302,FPC-714,95.032,FPC-397,109.458,DSNY-BRS-1033,104.06,Plentiful-1342,112.334,83296,118.296,81145,113.523,FPC-513,113.523,FPC-662,113.523,80086
36085009601,Staten Island,SI0201,-74.08860124920673,40.5969267988084,POINT (-74.0886013989085 40.596926743187765),POINT (-74.08860124920673 40.5969267988084),23.275,85326,30.258,FPC-620,31.46,83916,32.983,FPC-27,44.18,83521,39.601,FPC-621,46.489,81564,36.509,81698,50.126,83348,62.113,85172,45.69,82998,44.659,81458,62.978,84151,71.637,84949,76.757,DSNY-BRS-1309,76.423,85338,50.535,80720,72.207,81987,61.384,83993,56.797,82798,50.941,81735,59.079,87369,58.03,DSNY-BRS-1461,59.335,81199,60.021,81119,60.021,80730,60.138,84273,80.02,83630,72.909,83311,71.229,FPC-493,70.66,FPC-714,76.39,FPC-397,90.816,DSNY-BRS-1033,93.692,83296,85.418,Plentiful-1342,99.654,81145,94.881,FPC-513,94.881,FPC-662,94.881,80086
36085009602,Staten Island,SI0201,-74.09516263335145,40.59078278697614,POINT (-74.09516256725811 40.59078276872702),POINT (-74.09516263335145 40.59078278697614),29.626,85326,36.468,FPC-620,37.67,83916,39.193,FPC-27,45.811,FPC-621,50.39,83521,51.73,81564,39.805,81698,53.422,83348,65.409,85172,48.986,82998,66.274,84151,47.955,81458,74.933,84949,80.053,DSNY-BRS-1309,79.719,85338,53.831,80720,75.503,81987,64.68,83993,60.093,82798,54.237,81735,62.375,87369,61.326,DSNY-BRS-1461,62.631,81199,63.317,81119,63.317,80730,63.434,84273,83.316,83630,76.205,83311,74.525,FPC-493,73.956,FPC-714,79.686,FPC-397,94.112,DSNY-BRS-1033,96.988,83296,88.714,Plentiful-1342,102.95,81145,98.177,FPC-513,98.177,FPC-662,98.177,80086
36085009701,Staten Island,SI0104,-74.11145308135093,40.64115205990127,POINT (-74.11145313372099 40.64115204906698),POINT (-74.11145308135093 40.64115205990127),12.929,FPC-620,15.431,83916,16.441,FPC-27,24.106,85326,19.784,83521,25.175,FPC-621,54.696,81698,65.096,82998,64.065,81458,66.385,81564,68.313,83348,69.941,80720,81.064,85172,81.165,84151,70.347,81735,76.203,82798,78.485,87369,89.824,84949,77.436,DSNY-BRS-1461,93.675,DSNY-BRS-1309,93.341,85338,78.741,81199,80.79,83993,79.427,81119,79.427,80730,91.158,81987,79.544,84273,92.315,83311,99.426,83630,90.635,FPC-493,90.066,FPC-714,95.796,FPC-397,110.222,DSNY-BRS-1033,104.824,Plentiful-1342,119.06,81145,113.098,83296,114.287,FPC-513,114.287,FPC-662,114.287,80086
36085009702,Staten Island,SI0191,-74.1032718795655,40.64259438213903,POINT (-74.10327187316346 40.64259435245213),POINT (-74.1032718795655 40.64259438213903),16.987,FPC-620,18.974,83916,23.256,85326,19.687,FPC-27,23.327,83521,28.718,FPC-621,56.391,81698,66.791,82998,65.76,81458,68.08,81564,70.008,83348,71.636,80720,82.759,85172,82.86,84151,72.042,81735,77.898,82798,80.18,87369,91.519,84949,79.131,DSNY-BRS-1461,95.37,DSNY-BRS-1309,95.036,85338,80.436,81199,82.485,83993,92.853,81987,81.122,81119,81.122,80730,81.239,84273,94.01,83311,101.121,83630,92.33,FPC-493,91.761,FPC-714,97.491,FPC-397,111.917,DSNY-BRS-1033,106.519,Plentiful-1342,114.793,83296,120.755,81145,115.982,FPC-513,115.982,FPC-662,115.982,80086
36085010500,Staten Island,SI0104,-74.11187050922875,40.6337957241806,POINT (-74.11187050322627 40.63379568309521),POINT (-74.11187050922875 40.6337957241806),9.638,FPC-620,10.475,83916,10.443,FPC-27,20.125,85326,24.231,83521,22.339,FPC-621,47.147,81698,58.836,81564,57.547,82998,56.516,81458,60.764,83348,62.392,80720,73.515,85172,73.616,84151,82.275,84949,62.798,81735,68.654,82798,70.936,87369,69.887,DSNY-BRS-1461,86.126,DSNY-BRS-1309,85.792,85338,73.241,83993,71.192,81199,83.609,81987,71.878,81119,71.878,80730,71.995,84273,91.877,83630,84.766,83311,83.086,FPC-493,82.517,FPC-714,88.247,FPC-397,102.673,DSNY-BRS-1033,97.275,Plentiful-1342,105.549,83296,111.511,81145,106.738,FPC-513,106.738,FPC-662,106.738,80086
36085011201,Staten Island,SI0202,-74.08816799705771,40.57889696552881,POINT (-74.08816782649971 40.57889695515801),POINT (-74.08816799705771 40.57889696552881),31.929,85326,46.232,FPC-620,47.434,83916,48.957,FPC-27,57.903,FPC-621,62.482,83521,53.734,81564,49.029,81698,62.646,83348,74.633,85172,75.498,84151,83.394,84949,58.21,82998,87.122,DSNY-BRS-1309,86.788,85338,57.179,81458,63.055,80720,84.727,81987,73.904,83993,69.317,82798,63.461,81735,71.599,87369,70.55,DSNY-BRS-1461,71.855,81199,92.54,83630,72.541,81119,72.541,80730,72.658,84273,85.429,83311,83.749,FPC-493,83.18,FPC-714,103.336,DSNY-BRS-1033,88.91,FPC-397,106.212,83296,97.938,Plentiful-1342,112.174,81145,107.401,FPC-513,107.401,FPC-662,107.401,80086
36085011203,Staten Island,SI0202,-74.09742404612211,40.57375792833509,POINT (-74.09742394890152 40.57375793662113),POINT (-74.09742404612211 40.57375792833509),28.432,85326,41.155,FPC-620,42.357,83916,43.88,FPC-27,50.498,FPC-621,55.077,83521,50.237,81564,44.3,81698,57.917,83348,69.904,85172,70.769,84151,79.428,84949,53.481,82998,52.45,81458,83.625,DSNY-BRS-1309,83.291,85338,58.326,80720,79.998,81987,69.175,83993,64.588,82798,58.732,81735,66.87,87369,65.821,DSNY-BRS-1461,67.126,81199,67.812,81119,67.812,80730,87.811,83630,67.929,84273,80.7,83311,79.02,FPC-493,78.451,FPC-714,98.607,DSNY-BRS-1033,84.181,FPC-397,101.483,83296,93.209,Plentiful-1342,107.445,81145,102.672,FPC-513,102.672,FPC-662,102.672,80086
36085011401,Staten Island,SI0201,-74.09909830815427,40.5857435623661,POINT (-74.09909828099116 40.58574354723933),POINT (-74.09909830815427 40.5857435623661),29.83,85326,36.671,FPC-620,37.873,83916,39.396,FPC-27,46.014,FPC-621,50.593,83521,52.297,81564,41.04,81698,54.657,83348,66.644,85172,50.221,82998,67.509,84151,49.19,81458,76.168,84949,81.288,DSNY-BRS-1309,80.954,85338,55.066,80720,76.738,81987,65.915,83993,61.328,82798,55.472,81735,63.61,87369,62.561,DSNY-BRS-1461,63.866,81199,64.552,81119,64.552,80730,64.669,84273,84.551,83630,77.44,83311,75.76,FPC-493,75.191,FPC-714,80.921,FPC-397,95.347,DSNY-BRS-1033,98.223,83296,89.949,Plentiful-1342,104.185,81145,99.412,FPC-513,99.412,FPC-662,99.412,80086
36085011402,Staten Island,SI0202,-74.10495096597525,40.581194852947775,POINT (-74.10495095085483 40.58119483640918),POINT (-74.10495096597525 40.58119485294777),29.69,85326,37.785,FPC-620,38.987,83916,40.51,FPC-27,47.128,FPC-621,51.707,83521,51.495,81564,42.38,81698,55.997,83348,67.984,85172,51.561,82998,68.849,84151,50.53,81458,77.508,84949,82.628,DSNY-BRS-1309,82.294,85338,56.406,80720,78.078,81987,67.255,83993,62.668,82798,56.812,81735,64.95,87369,63.901,DSNY-BRS-1461,65.206,81199,65.892,81119,65.892,80730,66.009,84273,85.891,83630,78.78,83311,77.1,FPC-493,76.531,FPC-714,82.261,FPC-397,96.687,DSNY-BRS-1033,99.563,83296,91.289,Plentiful-1342,105.525,81145,100.752,FPC-513,100.752,FPC-662,100.752,80086
36085012100,Staten Island,SI0104,-74.10963556275505,40.6258785534825,POINT (-74.10963554025207 40.6258785061891),POINT (-74.10963556275505 40.6258785534825),18.736,FPC-620,19.938,83916,21.461,FPC-27,28.28,85326,35.149,83521,33.304,FPC-621,47.056,81698,58.745,81564,57.456,82998,60.673,83348,56.425,81458,73.424,85172,62.301,80720,73.525,84151,82.184,84949,62.707,81735,68.563,82798,70.845,87369,86.035,DSNY-BRS-1309,85.701,85338,69.796,DSNY-BRS-1461,73.15,83993,83.518,81987,71.101,81199,71.787,81119,71.787,80730,71.904,84273,91.786,83630,84.675,83311,82.995,FPC-493,82.426,FPC-714,88.156,FPC-397,102.582,DSNY-BRS-1033,97.184,Plentiful-1342,105.458,83296,111.42,81145,106.647,FPC-513,106.647,FPC-662,106.647,80086
36085012200,Staten Island,SI0202,-74.11145519111837,40.575971907177156,POINT (-74.11145517190776 40.575971884774795),POINT (-74.11145519111837 40.57597190717716),41.265,FPC-620,42.467,83916,40.108,FPC-27,33.844,85326,50.576,FPC-621,54.56,83521,57.443,81564,46.499,81698,60.116,83348,72.103,85172,55.68,82998,72.968,84151,54.649,81458,81.627,84949,86.747,DSNY-BRS-1309,86.413,85338,60.525,80720,82.197,81987,71.374,83993,66.787,82798,60.931,81735,69.069,87369,68.02,DSNY-BRS-1461,69.325,81199,70.011,81119,70.011,80730,70.128,84273,90.01,83630,82.899,83311,81.219,FPC-493,80.65,FPC-714,86.38,FPC-397,100.806,DSNY-BRS-1033,103.682,83296,95.408,Plentiful-1342,109.644,81145,104.871,FPC-513,104.871,FPC-662,104.871,80086
36085012805,Staten Island,SI0301,-74.11763634758877,40.55465630132432,POINT (-74.11763611929086 40.554656257728524),POINT (-74.11763634758877 40.55465630132432),49.096,FPC-27,51.316,83916,50.114,FPC-620,42.325,85326,59.474,FPC-621,63.548,83521,65.311,81564,54.927,81698,68.544,83348,80.531,85172,90.055,84949,81.396,84151,64.108,82998,95.175,DSNY-BRS-1309,94.841,85338,63.077,81458,68.953,80720,90.625,81987,79.802,83993,75.215,82798,69.359,81735,77.497,87369,76.448,DSNY-BRS-1461,77.753,81199,78.439,81119,78.439,80730,98.438,83630,78.556,84273,91.327,83311,89.647,FPC-493,89.078,FPC-714,94.808,FPC-397,109.234,DSNY-BRS-1033,112.11,83296,103.836,Plentiful-1342,118.072,81145,113.299,FPC-513,113.299,FPC-662,144.724,83999
36085012806,Staten Island,SI0301,-74.1100311394474,40.55941974323144,POINT (-74.11003098186183 40.559419707512895),POINT (-74.1100311394474 40.55941974323144),42.509,85326,50.298,FPC-620,51.266,83916,47.205,FPC-27,57.673,FPC-621,61.657,83521,63.954,81564,53.974,81698,67.591,83348,79.578,85172,89.102,84949,80.443,84151,63.155,82998,94.222,DSNY-BRS-1309,93.888,85338,62.124,81458,68.0,80720,89.672,81987,78.849,83993,74.262,82798,68.406,81735,76.544,87369,75.495,DSNY-BRS-1461,76.8,81199,77.486,81119,77.486,80730,97.485,83630,77.603,84273,90.374,83311,88.694,FPC-493,88.125,FPC-714,108.281,DSNY-BRS-1033,93.855,FPC-397,111.157,83296,102.883,Plentiful-1342,117.119,81145,112.346,FPC-513,143.771,83999,112.346,FPC-662
36085013301,Staten Island,SI0104,-74.1189150488434,40.63559618610262,POINT (-74.11891504894352 40.63559618267131),POINT (-74.11891504884341 40.63559618610262),3.759,FPC-620,9.361,83916,13.12,FPC-27,22.382,83521,21.6,FPC-621,23.978,85326,47.397,81698,59.086,81564,57.797,82998,56.766,81458,61.014,83348,62.642,80720,73.765,85172,73.866,84151,63.048,81735,68.904,82798,71.186,87369,82.525,84949,70.137,DSNY-BRS-1461,86.376,DSNY-BRS-1309,86.042,85338,71.442,81199,73.491,83993,72.128,81119,72.128,80730,83.859,81987,72.245,84273,85.016,83311,92.127,83630,83.336,FPC-493,82.767,FPC-714,88.497,FPC-397,102.923,DSNY-BRS-1033,97.525,Plentiful-1342,105.799,83296,111.761,81145,106.988,FPC-513,106.988,FPC-662,106.988,80086
36085013302,Staten Island,SI0106,-74.12349485794937,40.6359710512922,POINT (-74.12349494909047 40.63597098665121),POINT (-74.12349485794937 40.6359710512922),9.457,FPC-620,8.225,83916,12.091,FPC-27,16.603,83521,20.499,FPC-621,25.426,85326,49.04,81698,59.44,82998,60.729,81564,58.409,81458,62.657,83348,64.285,80720,75.408,85172,75.509,84151,64.691,81735,70.547,82798,72.829,87369,84.168,84949,71.78,DSNY-BRS-1461,88.019,DSNY-BRS-1309,87.685,85338,73.085,81199,75.134,83993,73.771,81119,73.771,80730,85.502,81987,73.888,84273,86.659,83311,93.77,83630,84.979,FPC-493,84.41,FPC-714,90.14,FPC-397,104.566,DSNY-BRS-1033,99.168,Plentiful-1342,113.404,81145,107.442,83296,108.631,FPC-513,108.631,FPC-662,108.631,80086
36085013400,Staten Island,SI0202,-74.11744486778474,40.569881553892934,POINT (-74.117444840699 40.56988150024606),POINT (-74.11744486778474 40.56988155389293),43.742,83916,39.681,FPC-27,42.842,FPC-620,35.053,85326,50.149,FPC-621,54.133,83521,59.557,81564,49.577,81698,63.194,83348,75.181,85172,58.758,82998,76.046,84151,57.727,81458,84.705,84949,89.825,DSNY-BRS-1309,89.491,85338,63.603,80720,85.275,81987,74.452,83993,69.865,82798,64.009,81735,72.147,87369,71.098,DSNY-BRS-1461,72.403,81199,73.089,81119,73.089,80730,73.206,84273,93.088,83630,85.977,83311,84.297,FPC-493,83.728,FPC-714,89.458,FPC-397,103.884,DSNY-BRS-1033,106.76,83296,98.486,Plentiful-1342,112.722,81145,107.949,FPC-513,107.949,FPC-662,107.949,80086
36085014607,Staten Island,SI0302,-74.16412067685712,40.556928305072205,POINT (-74.16412065499718 40.55692827790769),POINT (-74.16412067685712 40.5569283050722),44.218,FPC-621,46.515,83521,40.093,FPC-27,43.873,83916,52.23,FPC-620,47.285,85326,73.777,81564,58.966,81698,72.583,83348,70.258,82998,85.334,85172,69.327,81458,85.435,84151,94.094,84949,75.419,80720,101.067,DSNY-BRS-1309,100.733,85338,77.507,81735,81.88,82798,95.428,81987,86.134,83993,83.647,87369,82.963,DSNY-BRS-1461,84.418,81199,84.605,81119,84.605,80730,84.722,84273,105.086,83630,97.477,83311,96.312,FPC-493,95.228,FPC-714,100.958,FPC-397,115.566,DSNY-BRS-1033,118.576,83296,110.501,Plentiful-1342,124.737,81145,119.465,FPC-513,119.465,FPC-662,119.465,80086
36085014608,Staten Island,SI0302,-74.15651761780555,40.55846374313536,POINT (-74.1565175728816 40.55846368032149),POINT (-74.15651761780555 40.55846374313536),47.156,FPC-621,49.453,83521,43.031,FPC-27,46.811,83916,50.908,FPC-620,45.357,85326,71.849,81564,60.16,81698,73.777,83348,70.56,82998,86.528,85172,69.529,81458,86.629,84151,95.288,84949,75.405,80720,99.139,DSNY-BRS-1309,98.805,85338,96.622,81987,81.667,82798,75.811,81735,86.254,83993,83.949,87369,82.9,DSNY-BRS-1461,84.205,81199,84.891,81119,84.891,80730,85.008,84273,104.89,83630,97.779,83311,96.099,FPC-493,95.53,FPC-714,101.26,FPC-397,115.686,DSNY-BRS-1033,118.562,83296,110.288,Plentiful-1342,124.524,81145,119.751,FPC-513,119.751,FPC-662,119.751,80086
36085015100,Staten Island,SI0105,-74.12759088552994,40.619525269415114,POINT (-74.12759083308619 40.61952505994161),POINT (-74.12759088552994 40.61952526941511),28.911,83916,25.205,FPC-27,29.699,FPC-620,36.843,83521,33.122,FPC-621,36.686,85326,50.414,81698,62.103,81564,60.814,82998,64.031,83348,59.783,81458,65.659,80720,76.782,85172,76.883,84151,85.542,84949,66.065,81735,71.921,82798,74.203,87369,90.694,DSNY-BRS-1309,90.36,85338,73.154,DSNY-BRS-1461,76.508,83993,86.876,81987,74.459,81199,75.145,81119,75.145,80730,75.262,84273,95.144,83630,88.033,83311,86.353,FPC-493,85.784,FPC-714,91.514,FPC-397,105.94,DSNY-BRS-1033,100.542,Plentiful-1342,108.816,83296,114.778,81145,110.005,FPC-513,110.005,FPC-662,110.005,80086
36085015400,Staten Island,SI9593,-74.12834386315755,40.54577893685017,POINT (-74.12834453433179 40.545778347774664),POINT (-74.12834386315755 40.54577893685017),60.085,FPC-27,63.865,83916,64.21,FPC-621,63.239,FPC-620,66.507,83521,56.489,85326,75.809,81564,64.333,81698,77.95,83348,89.937,85172,99.461,84949,90.802,84151,73.514,82998,104.581,DSNY-BRS-1309,104.247,85338,72.483,81458,78.359,80720,100.031,81987,89.208,83993,84.621,82798,78.765,81735,86.903,87369,85.854,DSNY-BRS-1461,87.159,81199,87.845,81119,87.845,80730,87.962,84273,107.844,83630,100.733,83311,99.053,FPC-493,98.484,FPC-714,104.214,FPC-397,118.64,DSNY-BRS-1033,121.516,83296,113.242,Plentiful-1342,127.478,81145,154.13,83999,122.705,FPC-513,122.705,FPC-662
36085015601,Staten Island,SI0302,-74.15458265051805,40.5421531383789,POINT (-74.15458267169915 40.54215303938636),POINT (-74.15458265051805 40.5421531383789),53.029,FPC-621,56.272,83521,49.85,FPC-27,53.474,83916,59.922,FPC-620,53.172,85326,72.153,81564,61.028,81698,74.645,83348,86.632,85172,70.209,82998,69.178,81458,87.497,84151,96.156,84949,101.276,DSNY-BRS-1309,100.942,85338,75.054,80720,96.726,81987,85.903,83993,81.316,82798,75.46,81735,83.598,87369,82.549,DSNY-BRS-1461,83.854,81199,84.54,81119,84.54,80730,84.657,84273,104.539,83630,97.428,83311,95.748,FPC-493,95.179,FPC-714,100.909,FPC-397,115.335,DSNY-BRS-1033,118.211,83296,109.937,Plentiful-1342,124.173,81145,119.4,FPC-513,119.4,FPC-662,119.4,80086
36085015602,Staten Island,SI0302,-74.16180336402684,40.53602012817888,POINT (-74.16180318983972 40.53602002749782),POINT (-74.16180336402684 40.53602012817888),49.511,FPC-621,51.958,83521,45.536,FPC-27,49.316,83916,57.673,FPC-620,51.691,85326,72.824,81564,61.699,81698,75.316,83348,87.303,85172,70.88,82998,69.849,81458,88.168,84151,96.827,84949,101.947,DSNY-BRS-1309,101.613,85338,75.725,80720,97.397,81987,86.574,83993,81.987,82798,76.131,81735,84.269,87369,83.22,DSNY-BRS-1461,84.525,81199,85.211,81119,85.211,80730,85.328,84273,105.21,83630,98.099,83311,96.419,FPC-493,95.85,FPC-714,101.58,FPC-397,116.006,DSNY-BRS-1033,118.882,83296,110.608,Plentiful-1342,124.844,81145,120.071,FPC-513,120.071,FPC-662,120.071,80086
36085015603,Staten Island,SI0302,-74.1475917816259,40.53792523779876,POINT (-74.1475926606773 40.53792498123006),POINT (-74.14759178162591 40.53792523779876),49.314,FPC-621,45.189,FPC-27,51.611,83521,48.969,83916,53.51,FPC-620,46.76,85326,66.08,81564,55.219,81698,68.836,83348,80.823,85172,64.4,82998,90.347,84949,81.688,84151,63.369,81458,95.467,DSNY-BRS-1309,95.133,85338,69.245,80720,90.917,81987,80.094,83993,75.507,82798,69.651,81735,77.789,87369,76.74,DSNY-BRS-1461,78.045,81199,78.731,81119,78.731,80730,78.848,84273,98.73,83630,91.619,83311,89.939,FPC-493,89.37,FPC-714,95.1,FPC-397,109.526,DSNY-BRS-1033,112.402,83296,104.128,Plentiful-1342,118.364,81145,113.591,FPC-513,113.591,FPC-662,113.591,80086
36085016901,Staten Island,SI0105,-74.10942933814987,40.612400890147775,POINT (-74.10942937951862 40.612401041647345),POINT (-74.10942933814987 40.61240089014778),22.563,FPC-620,23.765,83916,25.101,FPC-27,25.882,85326,37.5,83521,33.779,FPC-621,43.645,81698,55.334,81564,57.262,83348,54.045,82998,53.014,81458,70.013,85172,58.89,80720,70.114,84151,78.773,84949,83.925,DSNY-BRS-1309,83.591,85338,59.296,81735,65.152,82798,67.434,87369,69.739,83993,80.107,81987,66.385,DSNY-BRS-1461,67.69,81199,68.376,81119,68.376,80730,68.493,84273,88.375,83630,81.264,83311,79.584,FPC-493,79.015,FPC-714,84.745,FPC-397,99.171,DSNY-BRS-1033,93.773,Plentiful-1342,102.047,83296,108.009,81145,103.236,FPC-513,103.236,FPC-662,103.236,80086
36085017005,Staten Island,SI0304,-74.18095753666312,40.539288508368614,POINT (-74.18095781945095 40.53928849666313),POINT (-74.18095753666312 40.53928850836861),62.083,FPC-621,64.38,83521,57.958,FPC-27,61.738,83916,66.36,FPC-620,49.885,85326,81.821,81564,71.841,81698,85.458,83348,81.022,82998,97.445,85172,79.991,81458,98.31,84151,106.969,84949,112.089,DSNY-BRS-1309,111.755,85338,85.867,80720,107.539,81987,86.273,81735,92.129,82798,96.716,83993,94.411,87369,93.362,DSNY-BRS-1461,94.667,81199,95.353,81119,95.353,80730,95.47,84273,115.352,83630,108.241,83311,106.561,FPC-493,105.992,FPC-714,111.722,FPC-397,126.148,DSNY-BRS-1033,129.024,83296,120.75,Plentiful-1342,134.986,81145,130.213,FPC-513,130.213,FPC-662,130.213,80086
36085017007,Staten Island,SI0303,-74.18794365648031,40.558494597216274,POINT (-74.1879437469014 40.55849450695642),POINT (-74.18794365648031 40.55849459721627),47.496,FPC-621,49.793,83521,43.371,FPC-27,47.151,83916,55.508,FPC-620,53.145,85326,77.697,81564,61.659,81698,75.276,83348,72.951,82998,72.02,81458,88.027,85172,88.128,84151,78.112,80720,96.787,84949,104.156,DSNY-BRS-1309,104.119,85338,80.2,81735,84.573,82798,86.34,87369,98.121,81987,88.827,83993,85.656,DSNY-BRS-1461,87.111,81199,87.298,81119,87.298,80730,87.415,84273,107.779,83630,100.17,83311,99.005,FPC-493,97.921,FPC-714,103.651,FPC-397,118.259,DSNY-BRS-1033,113.194,Plentiful-1342,121.269,83296,127.43,81145,122.158,FPC-513,122.158,FPC-662,122.158,80086
36085017009,Staten Island,SI0304,-74.18958573466226,40.542925143281174,POINT (-74.18958591120959 40.54292503649266),POINT (-74.18958573466226 40.54292514328117),57.541,FPC-621,59.838,83521,53.416,FPC-27,57.196,83916,65.553,FPC-620,61.611,85326,87.742,81564,71.704,81698,85.321,83348,82.996,82998,82.065,81458,98.072,85172,98.173,84151,106.832,84949,88.157,80720,114.201,DSNY-BRS-1309,114.164,85338,90.245,81735,94.618,82798,108.166,81987,96.385,87369,98.872,83993,95.701,DSNY-BRS-1461,97.156,81199,97.343,81119,97.343,80730,97.46,84273,117.824,83630,110.215,83311,109.05,FPC-493,107.966,FPC-714,113.696,FPC-397,128.304,DSNY-BRS-1033,131.314,83296,123.239,Plentiful-1342,137.475,81145,132.203,FPC-513,132.203,FPC-662,132.203,80086
36085017011,Staten Island,SI0302,-74.17023062732191,40.54563428202327,POINT (-74.17023058066955 40.54563422821214),POINT (-74.17023062732191 40.54563428202327),47.542,FPC-621,50.336,83521,43.914,FPC-27,47.694,83916,56.051,FPC-620,49.211,85326,74.908,81564,62.567,81698,76.184,83348,88.935,85172,73.859,82998,72.928,81458,89.036,84151,97.695,84949,105.064,DSNY-BRS-1309,104.842,85338,78.954,80720,99.029,81987,85.216,82798,79.36,81735,89.735,83993,87.248,87369,86.449,DSNY-BRS-1461,87.754,81199,88.206,81119,88.206,80730,88.323,84273,108.439,83630,101.078,83311,99.648,FPC-493,98.829,FPC-714,104.559,FPC-397,119.167,DSNY-BRS-1033,122.111,83296,113.837,Plentiful-1342,128.073,81145,123.066,FPC-513,123.066,FPC-662,123.066,80086
36085017012,Staten Island,SI0302,-74.17345755664175,40.55296322763864,POINT (-74.1734577732441 40.552963035152544),POINT (-74.17345755664175 40.55296322763864),43.758,FPC-621,46.055,83521,39.633,FPC-27,43.413,83916,51.77,FPC-620,52.367,85326,74.544,81564,58.506,81698,72.123,83348,69.798,82998,84.874,85172,68.867,81458,84.975,84151,93.634,84949,74.959,80720,101.003,DSNY-BRS-1309,100.966,85338,77.047,81735,81.42,82798,94.968,81987,83.187,87369,85.674,83993,82.503,DSNY-BRS-1461,83.958,81199,84.145,81119,84.145,80730,84.262,84273,104.626,83630,97.017,83311,95.852,FPC-493,94.768,FPC-714,100.498,FPC-397,115.106,DSNY-BRS-1033,118.116,83296,110.041,Plentiful-1342,124.277,81145,119.005,FPC-513,119.005,FPC-662,119.005,80086
