GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14
36005018502,Bronx,BX0301,-73.90598092509629,40.8263081775325,POINT (-73.90598098828418 40.82630810920238),POINT (-73.90598092509629 40.8263081775325),17.37,87064,27.636,FPC-624,42.565,85503,36.029,80752,37.49,81199,37.783,85523,39.83,85521,47.352,87247,59.765,85434,63.937,FPC-488,49.55,85517,80.587,82186,62.311,FPC-457,93.405,80343,82.319,83916
36081024500,Queens,QN0203,-73.90504840913998,40.73935373879402,POINT (-73.9050484474284 40.7393537383221),POINT (-73.90504840913998 40.73935373879402),34.978,81199,49.74,FPC-624,43.882,FPC-488,56.526,85434,65.938,82186,40.792,85521,35.617,85523,45.962,87247,48.087,80752,72.309,87064,51.81,85517,83.963,85503,64.571,FPC-457,87.505,80343,84.579,83916
36081024700,Queens,QN0203,-73.89944877050289,40.74227851646842,POINT (-73.8994487715046 40.742278512791806),POINT (-73.89944877050289 40.74227851646842),45.079,FPC-624,28.11,81199,39.432,FPC-488,63.086,82186,53.019,85434,32.987,85521,31.167,85523,43.637,80752,38.534,87247,66.463,87064,47.36,85517,77.326,85503,60.121,FPC-457,83.055,80343,80.129,83916
36085014606,Staten Island,SI0302,-74.14262197729822,40.56255676804911,POINT (-74.14262184419 40.56255657484372),POINT (-74.14262197729822 40.56255676804911),53.777,83916,66.01,FPC-457,86.064,80343,77.11,85517,88.574,FPC-488,98.69,85434,96.038,87247,93.467,85521,91.715,85523,104.416,82186,97.076,81199,102.477,80752,103.739,FPC-624,126.436,87064,138.866,85503
36047070202,Brooklyn,BK5691,-73.89184673666294,40.593190165793025,POINT (-73.89184593681684 40.59318976809984),POINT (-73.89184673666294 40.59319016579303),69.826,82186,66.216,80343,79.538,FPC-488,90.556,FPC-457,97.166,85434,85.16,85517,101.681,87247,101.062,81199,94.652,85521,97.31,85523,108.22,80752,107.725,FPC-624,129.093,87064,109.294,83916,142.852,85503
36047070602,Brooklyn,BK1892,-73.89695824415668,40.61238043790149,POINT (-73.89695816793936 40.612380200126886),POINT (-73.89695824415668 40.61238043790149),59.206,82186,65.924,80343,79.98,FPC-488,88.835,FPC-457,95.735,85434,84.055,85517,94.476,87247,98.415,81199,92.628,85521,95.286,85523,107.115,80752,105.482,FPC-624,127.988,87064,108.166,83916,140.609,85503
36047007500,Brooklyn,BK0601,-73.99200570348391,40.68129118345287,POINT (-73.99200566613357 40.68129118452849),POINT (-73.99200570348391 40.68129118345287),17.309,FPC-488,25.322,85517,27.42,85434,23.444,FPC-457,31.935,87247,30.388,85521,35.968,85523,40.401,81199,42.597,82186,42.124,80343,45.322,80752,47.887,FPC-624,44.845,83916,70.264,87064,83.014,85503
36047007700,Brooklyn,BK0601,-73.99518397153886,40.677050295114455,POINT (-73.9951840352143 40.67705027584484),POINT (-73.99518397153886 40.67705029511446),17.617,FPC-488,24.507,85517,21.468,FPC-457,27.728,85434,32.243,87247,30.696,85521,36.628,85523,40.709,81199,44.82,82186,42.432,80343,47.129,80752,49.694,FPC-624,41.168,83916,72.071,87064,84.821,85503
36081056800,Queens,QN1303,-73.73357419215996,40.71555944971605,POINT (-73.73357415955678 40.715559430935514),POINT (-73.73357419215996 40.71555944971605),86.952,85503,73.973,87064,81.462,82186,77.781,FPC-624,79.496,FPC-488,63.784,81199,85.721,85434,77.885,80752,65.689,85521,68.621,85523,71.236,87247,120.747,80343,83.37,85517,96.131,FPC-457,116.139,83916
36081058000,Queens,QN1303,-73.73071999321422,40.70725052341359,POINT (-73.73071995985703 40.707250461647746),POINT (-73.73071999321422 40.70725052341359),95.458,85503,83.486,82186,82.479,87064,81.588,FPC-624,83.303,FPC-488,67.591,81199,89.528,85434,81.692,80752,69.496,85521,75.043,87247,72.428,85523,124.554,80343,87.177,85517,99.938,FPC-457,119.946,83916
36081013700,Queens,QN0101,-73.90491423290091,40.76897054329002,POINT (-73.90491420449327 40.768970570990106),POINT (-73.90491423290091 40.76897054329002),29.685,FPC-624,36.39,81199,55.676,87064,48.423,80752,39.119,85521,38.277,85523,43.972,87247,61.898,85434,47.02,FPC-488,67.293,85503,79.092,82186,51.739,85517,64.5,FPC-457,90.643,80343,84.508,83916
36081014100,Queens,QN0104,-73.90669053469217,40.7669900721606,POINT (-73.90669049989663 40.7669900829632),POINT (-73.90669053469217 40.7669900721606),31.83,FPC-624,37.31,81199,57.821,87064,50.568,80752,41.044,85521,40.422,85523,46.117,87247,59.925,85434,49.165,FPC-488,81.237,82186,69.438,85503,53.884,85517,66.645,FPC-457,92.788,80343,86.653,83916
36047105804,Brooklyn,BK0504,-73.88355449208727,40.64643170420338,POINT (-73.88355421205628 40.64643161766684),POINT (-73.88355449208727 40.64643170420338),29.544,82186,47.116,FPC-488,59.024,80343,64.201,85434,65.598,FPC-457,67.652,81199,63.713,87247,57.632,85517,61.865,85521,64.523,85523,74.719,FPC-624,77.661,80752,97.311,87064,109.846,85503,88.139,83916
36047107002,Brooklyn,BK5693,-73.86674096144344,40.64532523981172,POINT (-73.86674138560224 40.64532511172058),POINT (-73.86674096144344 40.64532523981172),50.849,82186,68.974,FPC-488,86.32,80343,83.28,85434,83.912,FPC-457,89.476,81199,85.537,87247,83.689,85521,75.946,85517,86.178,85523,96.543,FPC-624,96.015,80752,119.135,87064,131.67,85503,106.453,83916
36005033400,Bronx,BX2791,-73.87549825271272,40.857832886078256,POINT (-73.87549833745268 40.85783187103957),POINT (-73.87549825271272 40.85783288607826),31.141,87064,32.587,85503,44.679,FPC-624,51.726,80752,54.516,81199,56.849,85523,58.094,85521,66.388,87247,77.345,85434,80.963,FPC-488,97.613,82186,66.576,85517,79.337,FPC-457,110.431,80343,99.345,83916
36005037600,Bronx,BX1201,-73.86920746501085,40.87453277518396,POINT (-73.86920747295174 40.87453272926229),POINT (-73.86920746501085 40.87453277518396),34.108,85503,28.42,87064,47.017,FPC-624,52.374,80752,56.854,81199,54.128,85523,59.043,85521,63.697,87247,79.683,85434,83.301,FPC-488,99.951,82186,68.678,85517,81.675,FPC-457,112.769,80343,101.683,83916
36005017300,Bronx,BX0401,-73.91651244763429,40.82630684137956,POINT (-73.9165125086271 40.8263068128803),POINT (-73.91651244763429 40.82630684137956),21.741,FPC-624,28.869,87064,34.679,80752,46.012,85503,33.93,81199,36.365,85523,35.56,85521,43.854,87247,55.495,85434,60.377,FPC-488,45.99,85517,77.027,82186,58.751,FPC-457,89.845,80343,78.759,83916
36005033700,Bronx,BX0803,-73.90249038145839,40.90638047610343,POINT (-73.90249048598594 40.906380317916195),POINT (-73.90249038145839 40.90638047610343),60.665,87064,63.672,85503,55.318,FPC-624,48.581,80752,64.947,81199,55.635,85523,60.659,85521,63.528,87247,77.799,85434,82.531,FPC-488,70.962,85517,103.353,82186,86.415,FPC-457,112.825,80343,105.236,83916
36005034500,Bronx,BX0803,-73.89869012362325,40.904059985261924,POINT (-73.89869013360195 40.90405993617316),POINT (-73.89869012362325 40.90405998526192),56.933,87064,59.94,85503,51.586,FPC-624,44.849,80752,61.215,81199,51.903,85523,56.927,85521,59.796,87247,74.067,85434,78.799,FPC-488,67.23,85517,99.621,82186,82.683,FPC-457,109.093,80343,101.504,83916
36005011502,Bronx,BX0201,-73.886024070924,40.81967943633646,POINT (-73.88602405501172 40.819679421439744),POINT (-73.88602407092399 40.81967943633646),22.642,87064,26.47,FPC-624,34.96,85503,39.616,80752,39.561,81199,41.37,85523,46.285,85521,50.939,87247,62.916,85434,66.534,FPC-488,83.184,82186,52.147,85517,64.908,FPC-457,96.002,80343,84.916,83916
36005012300,Bronx,BX0303,-73.88740040635824,40.828600439006465,POINT (-73.88740027009234 40.828600356651755),POINT (-73.88740040635824 40.82860043900646),16.328,87064,27.221,FPC-624,31.762,85503,38.343,80752,39.72,81199,40.097,85523,45.012,85521,49.666,87247,62.549,85434,66.167,FPC-488,82.817,82186,51.78,85517,64.541,FPC-457,95.635,80343,84.549,83916
36081051100,Queens,QN0501,-73.90016181519914,40.72732926918443,POINT (-73.9001618095649 40.72732929907153),POINT (-73.90016181519914 40.72732926918443),47.014,82186,38.709,FPC-488,39.817,81199,45.9,85434,55.926,FPC-624,43.072,85521,44.92,87247,45.73,85523,55.675,80752,78.518,87064,49.562,85517,90.751,85503,62.323,FPC-457,82.332,80343,81.45,83916
36081060701,Queens,QN0571,-73.89398016037256,40.71724355695125,POINT (-73.89397994693879 40.71724346657366),POINT (-73.89398016037256 40.71724355695125),51.86,82186,43.153,FPC-488,53.303,81199,50.344,85434,60.37,FPC-624,47.516,85521,49.364,87247,50.174,85523,63.312,80752,82.962,87064,54.006,85517,66.767,FPC-457,86.776,80343,95.497,85503,85.894,83916
36005003700,Bronx,BX0101,-73.91217410487526,40.81145679405631,POINT (-73.9121741012573 40.81145677847599),POINT (-73.91217410487526 40.81145679405631),20.962,FPC-624,28.585,87064,33.254,80752,34.053,81199,41.2,85503,35.008,85523,39.923,85521,44.577,87247,57.369,85434,60.987,FPC-488,46.6,85517,77.637,82186,59.361,FPC-457,90.455,80343,79.369,83916
36061014700,Manhattan,MN0701,-73.98880362588024,40.771328109572494,POINT (-73.9888036232986 40.77132810982985),POINT (-73.98880362588024 40.77132810957249),16.948,85523,18.472,80752,21.394,85521,20.935,81199,24.841,87247,39.697,85434,33.507,FPC-624,32.786,85517,44.429,FPC-488,49.621,FPC-457,49.921,87064,66.594,82186,69.058,85503,72.613,80343,67.175,83916
36061015102,Manhattan,MN0701,-73.99089788118103,40.774297084691504,POINT (-73.99089791157074 40.774297064508026),POINT (-73.99089788118103 40.7742970846915),18.315,85523,16.887,80752,23.23,85521,25.056,81199,26.69,87247,44.678,85434,32.278,FPC-624,32.865,85517,48.929,FPC-488,48.336,87064,48.318,FPC-457,65.346,82186,68.193,85503,76.988,80343,67.139,83916
36061008601,Manhattan,MN0603,-73.97067382498426,40.746026864669815,POINT (-73.9706738684395 40.74602684028136),POINT (-73.97067382498426 40.74602686466982),17.048,81199,16.885,85521,23.277,87247,16.944,85523,34.446,85434,29.414,80752,40.922,FPC-488,28.862,85517,28.888,FPC-624,60.541,82186,38.665,FPC-457,51.479,87064,67.294,80343,64.015,85503,57.438,83916
36061008800,Manhattan,MN0603,-73.9723839401952,40.74949975641135,POINT (-73.97238393527851 40.74949975193486),POINT (-73.9723839401952 40.74949975641135),11.687,81199,13.876,85521,11.531,85523,19.537,87247,27.46,85434,24.001,80752,22.847,85517,35.509,FPC-488,23.498,FPC-624,53.389,82186,32.65,FPC-457,46.089,87064,61.279,80343,58.625,85503,51.423,83916
36005006000,Bronx,BX0601,-73.87777407375232,40.83763838707675,POINT (-73.87777410543795 40.83763838678016),POINT (-73.87777407375232 40.83763838707675),11.579,87064,32.276,85503,36.311,FPC-624,44.521,80752,46.148,81199,46.275,85523,51.19,85521,55.844,87247,68.977,85434,72.595,FPC-488,89.245,82186,58.208,85517,70.969,FPC-457,102.063,80343,90.977,83916
36005022000,Bronx,BX0601,-73.87242593693959,40.84334263838583,POINT (-73.87242612428038 40.84334257914659),POINT (-73.87242593693959 40.84334263838583),16.946,87064,25.758,85503,35.519,FPC-624,43.741,80752,45.356,81199,45.495,85523,50.41,85521,55.064,87247,68.185,85434,71.803,FPC-488,88.453,82186,57.416,85517,70.177,FPC-457,101.271,80343,90.185,83916
36061008602,Manhattan,MN0661,-73.96731880378564,40.750345692059604,POINT (-73.96731882813077 40.75034568371829),POINT (-73.96731880378564 40.7503456920596),14.176,81199,20.933,85521,16.687,85523,24.943,87247,36.801,85434,29.157,80752,28.631,FPC-624,38.484,FPC-488,29.765,85517,60.802,82186,41.991,FPC-457,51.222,87064,70.62,80343,63.758,85503,60.764,83916
36061009000,Manhattan,MN0604,-73.9700894733562,40.752659014429454,POINT (-73.97008946583843 40.752659011705866),POINT (-73.9700894733562 40.75265901442945),9.275,81199,18.322,85521,15.092,85523,23.371,87247,32.192,85434,27.562,80752,27.059,FPC-624,27.579,85517,34.346,FPC-488,58.121,82186,37.382,FPC-457,48.359,87064,66.011,80343,59.8,85503,56.155,83916
36047050803,Brooklyn,BK1401,-73.96062261952262,40.65390824445182,POINT (-73.96062261979303 40.653908237337255),POINT (-73.96062261952262 40.65390824445182),22.419,FPC-488,37.513,82186,34.454,FPC-457,34.882,80343,40.534,85434,31.746,85517,40.1,87247,32.045,85521,44.081,81199,34.703,85523,48.399,80752,52.264,FPC-624,59.222,83916,74.856,87064,87.391,85503
36047079802,Brooklyn,BK0902,-73.96137333884019,40.65799621821044,POINT (-73.96137332791525 40.657996183696035),POINT (-73.96137333884019 40.65799621821044),22.068,FPC-488,38.138,82186,38.661,FPC-457,43.308,85434,38.072,80343,34.52,85517,42.874,87247,34.819,85521,46.855,81199,37.477,85523,51.173,80752,55.038,FPC-624,61.682,83916,77.63,87064,90.165,85503
36005006100,Bronx,BX0401,-73.92266479191933,40.822251585874575,POINT (-73.92266491266878 40.822251535933546),POINT (-73.92266479191933 40.82225158587458),19.25,FPC-624,29.711,87064,29.155,80752,29.087,81199,47.022,85503,30.909,85523,35.824,85521,40.478,87247,51.916,85434,55.534,FPC-488,41.147,85517,72.184,82186,53.908,FPC-457,85.002,80343,73.916,83916
36005025700,Bronx,BX0701,-73.91429805642264,40.86012013622083,POINT (-73.91429813832745 40.860120130581656),POINT (-73.91429805642264 40.86012013622083),38.36,87064,36.493,FPC-624,41.367,85503,35.391,80752,46.33,81199,42.445,85523,47.469,85521,50.338,87247,64.609,85434,69.341,FPC-488,57.772,85517,89.427,82186,71.151,FPC-457,99.635,80343,91.159,83916
36061029900,Manhattan,MN1203,-73.91703054041285,40.86477011655123,POINT (-73.91703094303999 40.86476993505103),POINT (-73.91703054041285 40.86477011655123),38.533,87064,35.987,FPC-624,41.54,85503,29.25,80752,45.616,81199,36.304,85523,41.328,85521,44.197,87247,58.468,85434,63.2,FPC-488,51.631,85517,84.022,82186,67.084,FPC-457,93.494,80343,85.905,83916
36047152200,Brooklyn,BK1402,-73.96718374168522,40.643973837268604,POINT (-73.96718373709156 40.643973779358994),POINT (-73.96718374168522 40.6439738372686),29.188,FPC-488,31.263,FPC-457,32.167,80343,42.312,82186,41.22,85434,35.092,85517,43.446,87247,35.391,85521,38.049,85523,47.427,81199,51.745,80752,55.61,FPC-624,56.62,83916,78.202,87064,90.737,85503
36005005300,Bronx,BX0501,-73.92197805547492,40.85219887342603,POINT (-73.92197807667598 40.852198863717895),POINT (-73.92197805547492 40.85219887342603),36.636,87064,32.105,FPC-624,37.548,80752,51.625,85503,41.942,81199,44.602,85523,46.914,85521,52.495,87247,64.771,85434,68.389,FPC-488,54.002,85517,85.039,82186,66.763,FPC-457,97.857,80343,86.771,83916
36005024700,Bronx,BX0501,-73.91843497499241,40.85547508596081,POINT (-73.91843500618357 40.85547506811297),POINT (-73.91843497499241 40.85547508596081),39.402,87064,34.871,FPC-624,54.391,85503,40.314,80752,44.708,81199,47.368,85523,49.68,85521,55.261,87247,67.537,85434,71.155,FPC-488,56.768,85517,87.805,82186,69.529,FPC-457,100.623,80343,89.537,83916
36081060300,Queens,QN0501,-73.89900169003081,40.71392222708933,POINT (-73.8990016987607 40.713922236469905),POINT (-73.89900169003081 40.71392222708933),41.841,82186,31.092,FPC-488,38.283,85434,41.242,81199,35.455,85521,48.309,FPC-624,37.303,87247,38.113,85523,51.251,80752,41.945,85517,70.901,87064,54.706,FPC-457,74.715,80343,83.436,85503,73.833,83916
36081061301,Queens,QN0502,-73.89322309708625,40.70897321282625,POINT (-73.89322302987983 40.70897318447079),POINT (-73.89322309708625 40.70897321282625),41.743,82186,38.621,FPC-488,45.812,85434,47.83,81199,42.984,85521,55.838,FPC-624,44.832,87247,45.642,85523,58.78,80752,49.474,85517,78.43,87064,82.244,80343,62.235,FPC-457,90.965,85503,81.362,83916
36081089201,Queens,QN1003,-73.84494824013747,40.65642599784759,POINT (-73.8449481137265 40.65642580039919),POINT (-73.84494824013747 40.65642599784759),53.238,82186,54.159,FPC-488,90.151,80343,66.876,85434,68.182,81199,67.685,85521,70.256,87247,74.185,FPC-457,84.229,FPC-624,71.247,85523,64.156,85517,104.869,87064,79.611,80752,116.925,85503,94.967,83916
36081006201,Queens,QN1003,-73.8467853805793,40.6667936524379,POINT (-73.84678537872873 40.66679363855784),POINT (-73.84678538057931 40.6667936524379),42.549,82186,52.025,FPC-488,83.368,80343,64.742,85434,66.809,81199,82.095,FPC-624,65.551,85521,68.122,87247,69.113,85523,103.496,87064,72.051,FPC-457,62.022,85517,77.477,80752,115.552,85503,92.833,83916
36081088400,Queens,QN1003,-73.83432625712443,40.65824401566735,POINT (-73.83432591283587 40.658243608361154),POINT (-73.83432625712443 40.65824401566735),52.159,82186,49.007,FPC-488,84.999,80343,61.724,85434,69.539,81199,79.077,FPC-624,62.533,85521,65.104,87247,101.774,87064,66.095,85523,69.033,FPC-457,59.004,85517,74.459,80752,114.204,85503,89.815,83916
36005018301,Bronx,BX0401,-73.92079000838218,40.82865511055155,POINT (-73.9207900280061 40.82865509359533),POINT (-73.92079000838218 40.82865511055155),20.28,FPC-624,31.197,87064,32.221,80752,30.117,81199,48.682,85503,33.352,85523,32.547,85521,40.841,87247,52.482,85434,56.564,FPC-488,42.177,85517,73.214,82186,54.938,FPC-457,86.032,80343,74.946,83916
36005019500,Bronx,BX0401,-73.92252548081632,40.830460038175104,POINT (-73.92252553183627 40.83045999778707),POINT (-73.92252548081632 40.8304600381751),21.189,FPC-624,34.047,87064,34.25,80752,31.026,81199,51.19,85503,33.461,85523,32.656,85521,40.95,87247,52.591,85434,57.473,FPC-488,43.086,85517,74.123,82186,55.847,FPC-457,86.941,80343,75.855,83916
36005005902,Bronx,BX0401,-73.92345488331236,40.82407606540664,POINT (-73.92345492646886 40.82407603416826),POINT (-73.92345488331236 40.82407606540664),19.604,FPC-624,31.143,87064,31.545,80752,29.441,81199,48.286,85503,33.299,85523,34.21,85521,41.383,87247,52.27,85434,55.888,FPC-488,41.501,85517,72.538,82186,54.262,FPC-457,85.356,80343,74.27,83916
36085014604,Staten Island,SI0302,-74.15976150384911,40.550042633466504,POINT (-74.15976163683214 40.55004263314232),POINT (-74.15976150384911 40.5500426334665),48.443,83916,62.883,FPC-457,84.728,80343,73.983,85517,85.447,FPC-488,95.563,85434,92.911,87247,90.34,85521,88.588,85523,101.289,82186,93.949,81199,99.35,80752,100.612,FPC-624,123.309,87064,135.739,85503
36085014605,Staten Island,SI0302,-74.15012548399869,40.55869989534488,POINT (-74.15012532043482 40.558699708436635),POINT (-74.15012548399869 40.55869989534488),39.526,83916,59.85,FPC-457,77.559,80343,70.668,85517,82.414,FPC-488,92.53,85434,89.461,87247,87.075,85521,85.323,85523,98.256,82186,90.634,81199,96.085,80752,97.297,FPC-624,119.994,87064,132.424,85503
36081029100,Queens,QN0301,-73.89519911833828,40.75133635630856,POINT (-73.89519908548264 40.7513363124675),POINT (-73.89519911833828 40.75133635630856),42.934,FPC-624,26.516,81199,65.503,87064,42.228,FPC-488,42.374,80752,31.393,85521,51.425,85434,34.325,85523,66.892,82186,36.94,87247,77.157,85503,48.523,85517,61.284,FPC-457,85.851,80343,81.021,83916
36081029300,Queens,QN0203,-73.89948337998193,40.751932668237245,POINT (-73.89948335178241 40.75193265276733),POINT (-73.89948337998193 40.75193266823725),40.884,FPC-624,26.485,81199,63.453,87064,42.343,80752,41.714,FPC-488,31.002,85521,49.883,85434,33.011,85523,36.549,87247,64.842,82186,75.107,85503,46.473,85517,59.234,FPC-457,85.337,80343,79.242,83916
36085005901,Staten Island,SI0104,-74.10157481511712,40.6242854400483,POINT (-74.10157497960904 40.62428523871459),POINT (-74.10157481511712 40.6242854400483),24.361,83916,45.125,FPC-457,55.873,85517,62.764,80343,77.805,85434,67.689,FPC-488,74.851,87247,72.28,85521,70.528,85523,75.839,81199,83.531,82186,81.29,80752,82.502,FPC-624,105.199,87064,117.629,85503
36047051200,Brooklyn,BK1401,-73.96336204969779,40.64655217246477,POINT (-73.96336204716528 40.64655215369065),POINT (-73.96336204969779 40.64655217246477),30.603,FPC-488,34.285,FPC-457,33.616,80343,38.177,82186,45.329,85434,36.541,85517,44.895,87247,36.84,85521,39.498,85523,48.876,81199,53.194,80752,57.059,FPC-624,61.478,83916,79.651,87064,92.186,85503
36081032900,Queens,QN0302,-73.88273263435471,40.76443538733412,POINT (-73.8827326417151 40.76443537230967),POINT (-73.88273263435471 40.76443538733412),37.982,FPC-624,63.973,87064,42.674,81199,56.72,80752,75.59,85503,47.416,85521,46.574,85523,55.317,FPC-488,67.583,85434,85.148,82186,52.269,87247,60.036,85517,72.797,FPC-457,98.94,80343,92.805,83916
36005011000,Bronx,BX1091,-73.83258365340369,40.816623061875724,POINT (-73.83258384320075 40.816622634115085),POINT (-73.83258365340369 40.81662306187572),45.741,85503,33.011,87064,51.444,FPC-624,68.369,80752,64.535,81199,69.117,85523,72.29,85521,75.915,87247,108.158,82186,87.89,85434,89.016,FPC-488,77.121,85517,89.882,FPC-457,120.976,80343,109.89,83916
36005016600,Bronx,BX1002,-73.83018288928807,40.829524880733864,POINT (-73.8301829330539 40.829524878717294),POINT (-73.83018288928807 40.82952488073386),26.552,85503,26.271,87064,44.704,FPC-624,59.727,80752,57.795,81199,62.014,85523,65.55,85521,69.175,87247,81.15,85434,101.418,82186,84.768,FPC-488,70.381,85517,83.142,FPC-457,114.236,80343,103.15,83916
36005019400,Bronx,BX1002,-73.83589480050884,40.833520525505364,POINT (-73.83589480019805 40.833520438114405),POINT (-73.83589480050884 40.83352052550536),25.117,85503,29.501,87064,44.754,FPC-624,62.892,80752,57.845,81199,62.427,85523,65.6,85521,69.225,87247,81.2,85434,101.468,82186,84.818,FPC-488,70.431,85517,83.192,FPC-457,114.286,80343,103.2,83916
36081001800,Queens,QN0905,-73.85201096520535,40.69027371153254,POINT (-73.85201093255871 40.690273679376325),POINT (-73.85201096520535 40.69027371153254),44.785,82186,45.312,FPC-488,54.319,85434,52.271,81199,68.982,FPC-624,88.958,87064,57.148,85521,61.409,87247,81.304,80343,60.08,85523,68.129,80752,101.014,85503,55.309,85517,65.338,FPC-457,86.12,83916
36081002000,Queens,QN0905,-73.8495157599098,40.69135003581075,POINT (-73.8495157232445 40.6913500023797),POINT (-73.84951575990981 40.69135003581075),43.62,82186,46.169,FPC-488,52.947,85434,52.352,81199,69.298,FPC-624,89.274,87064,57.464,85521,62.266,87247,82.161,80343,60.396,85523,68.21,80752,101.33,85503,56.166,85517,66.195,FPC-457,86.977,83916
36047050600,Brooklyn,BK1402,-73.9668623096162,40.648977506913745,POINT (-73.96686237700682 40.648977516388406),POINT (-73.9668623096162 40.64897750691375),23.824,FPC-488,29.552,FPC-457,36.443,80343,37.827,82186,40.273,85434,34.578,85517,42.932,87247,34.877,85521,37.535,85523,46.913,81199,51.231,80752,55.096,FPC-624,55.673,83916,77.688,87064,90.223,85503
36081049900,Queens,QN0401,-73.8833614710412,40.73112368006885,POINT (-73.88336144318468 40.731123690574634),POINT (-73.8833614710412 40.73112368006885),50.029,82186,41.724,FPC-488,49.506,FPC-624,32.795,81199,48.915,85434,72.075,87064,37.672,85521,43.219,87247,40.126,85523,48.653,80752,83.729,85503,52.577,85517,65.338,FPC-457,85.347,80343,84.465,83916
36081050700,Queens,QN0504,-73.88158782403336,40.72702038846617,POINT (-73.88158786126836 40.72702041698465),POINT (-73.88158782403336 40.72702038846617),55.302,82186,46.997,FPC-488,52.712,FPC-624,35.743,81199,54.188,85434,75.281,87064,40.62,85521,46.167,87247,41.45,85523,51.601,80752,86.4,85503,57.643,85517,70.404,FPC-457,90.62,80343,89.738,83916
36061024000,Manhattan,MN1191,-73.92459676909277,40.79100136672339,POINT (-73.92459718707322 40.79100107124359),POINT (-73.92459676909277 40.79100136672339),11.58,FPC-624,31.358,80752,27.546,81199,37.439,87064,31.602,85523,35.863,85521,39.488,87247,50.375,85434,49.056,85503,53.993,FPC-488,39.606,85517,70.643,82186,52.367,FPC-457,83.461,80343,72.375,83916
36005001902,Bronx,BX0101,-73.91592926954458,40.80368319788213,POINT (-73.91592919422698 40.80368327542897),POINT (-73.91592926954458 40.80368319788213),15.683,FPC-624,25.384,87064,33.821,80752,28.774,81199,33.356,85523,36.529,85521,37.702,85503,40.154,87247,52.129,85434,55.747,FPC-488,41.36,85517,72.397,82186,54.121,FPC-457,85.215,80343,74.129,83916
36047006300,Brooklyn,BK0601,-74.00129771096951,40.68199237735508,POINT (-74.0012977527423 40.68199233467488),POINT (-74.00129771096951 40.68199237735508),19.208,85517,22.774,FPC-457,29.667,85434,19.556,FPC-488,34.182,87247,32.635,85521,33.813,85523,39.174,81199,48.94,82186,44.371,80343,44.575,80752,45.837,FPC-624,42.474,83916,68.534,87064,80.964,85503
36047005100,Brooklyn,BK0601,-74.00347472281405,40.683473709757706,POINT (-74.00347472906942 40.68347368259675),POINT (-74.00347472281405 40.68347370975771),18.22,85517,28.061,FPC-457,31.009,85434,23.757,FPC-488,35.524,87247,33.977,85521,32.825,85523,38.186,81199,45.344,82186,49.623,80343,43.587,80752,44.849,FPC-624,47.761,83916,67.546,87064,79.976,85503
36047005900,Brooklyn,BK0601,-74.0060989461694,40.67939509868469,POINT (-74.00609888154526 40.6793950758259),POINT (-74.0060989461694 40.67939509868469),20.272,85517,23.944,FPC-457,37.531,85434,27.42,FPC-488,39.2,87247,36.629,85521,34.877,85523,40.238,81199,49.323,80343,52.984,82186,45.639,80752,43.644,83916,46.901,FPC-624,69.598,87064,82.028,85503
36081038100,Queens,QN0303,-73.85766725388879,40.75612643154963,POINT (-73.85766726175264 40.756126436141656),POINT (-73.85766725388879 40.75612643154963),59.577,87064,50.617,FPC-624,69.528,85503,76.122,82186,33.648,81199,48.294,FPC-488,49.506,80752,38.525,85521,58.557,85434,40.029,85523,44.072,87247,56.206,85517,68.967,FPC-457,91.917,80343,88.153,83916
36085021300,Staten Island,SI0106,-74.13888419874165,40.63261973303925,POINT (-74.13888413085118 40.63261975747043),POINT (-74.13888419874165 40.63261973303925),9.172,83916,42.401,FPC-457,53.501,85517,68.31,80343,75.081,85434,72.429,87247,64.965,FPC-488,69.858,85521,68.106,85523,73.467,81199,78.868,80752,80.807,82186,80.13,FPC-624,102.827,87064,115.257,85503
36085024700,Staten Island,SI0106,-74.14174394408377,40.62751330661766,POINT (-74.14174389090607 40.62751329368229),POINT (-74.14174394408377 40.62751330661766),10.811,83916,38.892,FPC-457,49.992,85517,64.801,80343,71.572,85434,68.92,87247,61.456,FPC-488,66.349,85521,64.597,85523,69.958,81199,75.359,80752,77.298,82186,76.621,FPC-624,99.318,87064,111.748,85503
36005005100,Bronx,BX0101,-73.92758993453512,40.8131932823629,POINT (-73.9275900608308 40.813193245851274),POINT (-73.92758993453512 40.8131932823629),13.982,FPC-624,29.12,80752,29.928,87064,23.819,81199,27.875,85523,32.136,85521,35.761,87247,41.969,85503,46.648,85434,50.266,FPC-488,35.879,85517,66.916,82186,48.64,FPC-457,79.734,80343,68.648,83916
36005006301,Bronx,BX0401,-73.92907502959017,40.821805307742316,POINT (-73.9290751129109 40.82180512881974),POINT (-73.92907502959017 40.82180530774232),18.698,FPC-624,31.195,87064,30.639,80752,28.535,81199,32.393,85523,32.058,85521,50.183,85503,40.352,87247,51.364,85434,54.982,FPC-488,40.595,85517,71.632,82186,53.356,FPC-457,84.45,80343,73.364,83916
