GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5
36061021000,Manhattan,MN1102,-73.93567919192566,40.81309481560965,POINT (-73.93567923902344 40.81309475410674),POINT (-73.93567919192566 40.81309481560965),19.111,FPC-624,29.081,80518,32.095,81199,41.805,81458,71.94,FPC-609,71.94,Plentiful-1511
36061021200,Manhattan,MN1002,-73.93899975380192,40.813760401452534,POINT (-73.93899977580237 40.81376038802486),POINT (-73.93899975380192 40.81376040145253),16.62,FPC-624,28.286,80518,31.3,81199,39.061,81458,66.836,FPC-609,66.836,Plentiful-1511
36005027600,Bronx,BX2891,-73.82163431326737,40.85481755877254,POINT (-73.82163443404293 40.854817389122815),POINT (-73.82163431326737 40.85481755877254),40.312,FPC-624,53.37,80518,57.971,81199,74.496,81458,99.584,FPC-609,99.584,Plentiful-1511
36061015502,Manhattan,MN0701,-73.98807231211515,40.77800320080564,POINT (-73.9880723096555 40.77800319844794),POINT (-73.98807231211515 40.77800320080564),21.222,80518,24.584,81199,31.803,81458,32.659,FPC-624,62.585,FPC-609,62.585,Plentiful-1511
36081010701,Queens,QN0101,-73.90385342798454,40.7843675118086,POINT (-73.90385315709786 40.78436749697853),POINT (-73.90385342798454 40.7843675118086),52.593,FPC-624,45.214,80518,49.297,81199,65.985,81458,95.658,FPC-609,95.658,Plentiful-1511
36081012301,Queens,QN0101,-73.89908446350306,40.77578746648457,POINT (-73.89908445156917 40.775787439500775),POINT (-73.89908446350306 40.77578746648457),41.745,FPC-624,44.606,80518,48.689,81199,65.377,81458,95.05,FPC-609,95.05,Plentiful-1511
36005037800,Bronx,BX1201,-73.86660706215069,40.87977534198485,POINT (-73.86660708114741 40.8797753268746),POINT (-73.86660706215069 40.87977534198485),46.034,FPC-624,54.622,80518,57.636,81199,66.462,81458,94.237,FPC-609,94.237,Plentiful-1511
36081085300,Queens,QN0707,-73.82765177733441,40.7571513463094,POINT (-73.82765178541156 40.757151307965636),POINT (-73.82765177733441 40.7571513463094),56.838,FPC-624,40.162,80518,37.286,81199,52.28,81458,87.501,FPC-609,87.501,Plentiful-1511
36005026900,Bronx,BX0701,-73.90855579353845,40.867711409882375,POINT (-73.90855598466295 40.86771126207744),POINT (-73.90855579353845 40.86771140988238),38.4,FPC-624,45.184,80518,48.198,81199,59.058,81458,88.475,FPC-609,88.475,Plentiful-1511
36081161700,Queens,QN1302,-73.7176111684602,40.72882235503637,POINT (-73.71761124208523 40.72882237306076),POINT (-73.71761116846019 40.72882235503637),89.69,FPC-624,73.014,80518,75.366,81199,87.731,81458,123.409,FPC-609,123.409,Plentiful-1511
36081035700,Queens,QN0302,-73.8712395397129,40.768015034008855,POINT (-73.87123951828346 40.76801502314189),POINT (-73.8712395397129 40.76801503400885),50.534,FPC-624,50.133,80518,47.257,81199,62.251,81458,97.472,FPC-609,97.472,Plentiful-1511
36005009301,Bronx,BX0201,-73.88911395869,40.81435426948498,POINT (-73.88911383243335 40.814354207044225),POINT (-73.88911395869 40.81435426948498),27.236,FPC-624,38.52,80518,40.255,81199,56.929,81458,82.153,FPC-609,82.153,Plentiful-1511
36005023501,Bronx,BX0502,-73.90457023483145,40.852148735616936,POINT (-73.90457028187895 40.85214871474835),POINT (-73.90457023483145 40.85214873561694),30.486,FPC-624,37.27,80518,40.284,81199,49.578,81458,80.561,FPC-609,80.561,Plentiful-1511
36005023502,Bronx,BX0502,-73.90347238609318,40.85128590997203,POINT (-73.90347243342119 40.851285872255104),POINT (-73.90347238609318 40.85128590997203),31.245,FPC-624,38.029,80518,41.043,81199,51.252,81458,81.32,FPC-609,81.32,Plentiful-1511
36081099701,Queens,QN0703,-73.78990130010921,40.7809117607776,POINT (-73.78990124250276 40.78091161164031),POINT (-73.78990130010921 40.7809117607776),70.079,FPC-624,59.628,80518,56.752,81199,71.746,81458,106.967,FPC-609,106.967,Plentiful-1511
36081101700,Queens,QN0703,-73.79825145196097,40.77976668421152,POINT (-73.79825139330612 40.77976655000926),POINT (-73.79825145196097 40.77976668421152),61.973,FPC-624,61.635,80518,58.759,81199,73.753,81458,108.974,FPC-609,108.974,Plentiful-1511
36005023702,Bronx,BX0503,-73.89732958067425,40.86063176422049,POINT (-73.89732959272041 40.86063175349673),POINT (-73.89732958067425 40.86063176422049),33.53,FPC-624,40.314,80518,43.328,81199,52.96,81458,83.605,FPC-609,83.605,Plentiful-1511
36005039901,Bronx,BX0701,-73.8936546219147,40.86351384502279,POINT (-73.89365462115583 40.863513842424744),POINT (-73.89365462191471 40.86351384502279),33.28,FPC-624,40.064,80518,43.078,81199,57.289,81458,83.355,FPC-609,83.355,Plentiful-1511
36005023703,Bronx,BX0503,-73.89959223578045,40.86002587013873,POINT (-73.89959226510068 40.860025849136804),POINT (-73.89959223578045 40.86002587013873),32.183,FPC-624,38.967,80518,41.981,81199,54.744,81458,82.258,FPC-609,82.258,Plentiful-1511
36005040100,Bronx,BX0701,-73.89765717798787,40.86459997682561,POINT (-73.89765721166371 40.86459996166987),POINT (-73.89765717798787 40.86459997682561),32.988,FPC-624,39.772,80518,42.786,81199,56.372,81458,83.063,FPC-609,83.063,Plentiful-1511
36005016900,Bronx,BX0302,-73.9027259135731,40.83779048588193,POINT (-73.90272588232084 40.837790481847094),POINT (-73.90272591357309 40.83779048588193),34.494,FPC-624,41.278,80518,44.292,81199,56.399,81458,84.569,FPC-609,84.569,Plentiful-1511
36081085500,Queens,QN0707,-73.82363371214942,40.759641783549796,POINT (-73.82363371789214 40.75964178325196),POINT (-73.82363371214942 40.7596417835498),60.684,FPC-624,44.008,80518,41.132,81199,56.126,81458,91.347,FPC-609,91.347,Plentiful-1511
36081086300,Queens,QN0704,-73.81994159071942,40.761269581009024,POINT (-73.81994158325358 40.7612695724699),POINT (-73.81994159071942 40.76126958100902),64.559,FPC-624,47.883,80518,45.007,81199,60.001,81458,95.222,FPC-609,95.222,Plentiful-1511
36061030700,Manhattan,MN1203,-73.91667298507208,40.87126842759257,POINT (-73.9166729672595 40.871268426784155),POINT (-73.91667298507208 40.87126842759257),40.113,FPC-624,49.515,80518,50.562,81199,50.399,81458,85.98,FPC-609,85.98,Plentiful-1511
36005014702,Bronx,BX0302,-73.90440168396083,40.83653962779499,POINT (-73.90440166857658 40.83653962616746),POINT (-73.90440168396083 40.83653962779499),33.616,FPC-624,40.575,80518,43.589,81199,57.246,81458,83.866,FPC-609,83.866,Plentiful-1511
36081028803,Queens,QN1203,-73.78569363583321,40.67814057614607,POINT (-73.78569363671255 40.67814043565113),POINT (-73.78569363583321 40.67814057614607),87.547,FPC-624,69.569,81199,70.871,80518,84.563,81458,115.328,FPC-609,115.328,Plentiful-1511
36081029400,Queens,QN1204,-73.78106478262174,40.67132477822989,POINT (-73.78106481970775 40.67132475141166),POINT (-73.78106478262174 40.67132477822989),84.676,FPC-624,63.194,81199,68.041,80518,78.188,81458,113.387,FPC-609,113.387,Plentiful-1511
36005014300,Bronx,BX0401,-73.9121283244247,40.827748149809864,POINT (-73.91212837990702 40.82774811242995),POINT (-73.9121283244247 40.82774814980986),26.215,FPC-624,33.174,80518,36.188,81199,50.959,81458,76.465,FPC-609,76.465,Plentiful-1511
36005018501,Bronx,BX0301,-73.90932599509439,40.827177360925866,POINT (-73.90932601561701 40.82717733650966),POINT (-73.90932599509439 40.82717736092587),27.72,FPC-624,36.021,80518,39.035,81199,52.716,81458,79.312,FPC-609,79.312,Plentiful-1511
36081004401,Queens,QN1002,-73.85935583886248,40.67718436980039,POINT (-73.85935580858117 40.6771843359731),POINT (-73.85935583886248 40.67718436980039),62.138,81199,59.124,80518,68.84,FPC-624,43.749,81458,72.436,FPC-609,72.436,Plentiful-1511
36081005800,Queens,QN1002,-73.84869678574809,40.673548256014925,POINT (-73.8486967243334 40.673548278175026),POINT (-73.84869678574809 40.67354825601493),64.483,81199,64.311,80518,75.517,FPC-624,50.426,81458,79.113,FPC-609,79.113,Plentiful-1511
36061020101,Manhattan,MN0901,-73.96020532784256,40.80643585613415,POINT (-73.96020533564308 40.80643585218995),POINT (-73.96020532784256 40.80643585613415),18.958,FPC-624,33.763,80518,35.879,81199,37.444,81458,70.373,FPC-609,70.373,Plentiful-1511
36061020300,Manhattan,MN0901,-73.96156033891151,40.80866905815356,POINT (-73.96156037815801 40.80866903353057),POINT (-73.96156033891151 40.80866905815356),21.054,FPC-624,33.879,80518,34.926,81199,38.457,81458,69.42,FPC-609,69.42,Plentiful-1511
36081116302,Queens,QN0704,-73.81735408156923,40.76262252549549,POINT (-73.81735405630236 40.76262250025521),POINT (-73.81735408156923 40.76262252549549),65.782,FPC-624,49.106,80518,46.23,81199,61.224,81458,96.445,FPC-609,96.445,Plentiful-1511
36081116700,Queens,QN0704,-73.81244356747526,40.76217341885686,POINT (-73.81244355890928 40.76217343435504),POINT (-73.81244356747526 40.76217341885686),67.192,FPC-624,50.516,80518,47.64,81199,62.634,81458,97.855,FPC-609,97.855,Plentiful-1511
36081090700,Queens,QN0701,-73.83800819566291,40.77425199467377,POINT (-73.83800865632615 40.7742518631932),POINT (-73.83800819566291 40.77425199467377),70.373,FPC-624,61.135,80518,58.259,81199,73.253,81458,108.474,FPC-609,108.474,Plentiful-1511
36081091900,Queens,QN0701,-73.84560712820263,40.77730484046526,POINT (-73.84560720680307 40.77730479402215),POINT (-73.84560712820263 40.77730484046526),69.25,FPC-624,58.782,80518,55.906,81199,70.9,81458,106.121,FPC-609,106.121,Plentiful-1511
36081000103,Queens,QN0201,-73.95280391244955,40.75087390351408,POINT (-73.95280398317486 40.75087384597038),POINT (-73.95280391244955 40.75087390351408),22.662,81199,28.786,80518,41.809,FPC-624,37.656,81458,71.234,FPC-609,71.234,Plentiful-1511
36081029700,Queens,QN0104,-73.9029936865573,40.7586815951258,POINT (-73.90299361869062 40.75868147846322),POINT (-73.90299368655729 40.7586815951258),51.212,FPC-624,34.732,80518,38.815,81199,54.086,81458,85.176,FPC-609,85.176,Plentiful-1511
36061018500,Manhattan,MN0703,-73.96636061298035,40.79449987385222,POINT (-73.9663605849467 40.794499875914696),POINT (-73.96636061298035 40.79449987385222),28.56,80518,28.24,FPC-624,30.295,81199,30.781,81458,63.756,FPC-609,63.756,Plentiful-1511
36081022900,Queens,QN0271,-73.91137509598539,40.73429579493362,POINT (-73.91137504242698 40.73429565578503),POINT (-73.91137509598539 40.73429579493362),42.197,81199,39.704,80518,56.339,FPC-624,56.428,81458,86.52,FPC-609,86.52,Plentiful-1511
36081051500,Queens,QN0501,-73.90149507204346,40.730981502096796,POINT (-73.90149512522183 40.7309814691664),POINT (-73.90149507204346 40.7309815020968),49.478,81199,50.052,80518,64.744,FPC-624,55.536,81458,85.628,FPC-609,85.628,Plentiful-1511
36081000102,Queens,QN0201,-73.95692137717069,40.74660093419941,POINT (-73.95692138539064 40.74660092428268),POINT (-73.95692137717069 40.74660093419941),26.774,81199,27.672,80518,38.572,81458,38.405,FPC-624,67.83,FPC-609,67.83,Plentiful-1511
36061023804,Manhattan,MN0801,-73.95553078251346,40.75575728571119,POINT (-73.95553100055481 40.75575720266466),POINT (-73.95553078251346 40.75575728571119),23.94,81199,21.286,80518,37.962,FPC-624,36.003,81458,71.681,FPC-609,71.681,Plentiful-1511
36061018900,Manhattan,MN0703,-73.96425159509646,40.79733037059749,POINT (-73.9642515865918 40.79733036123067),POINT (-73.96425159509646 40.79733037059749),26.91,FPC-624,28.624,80518,30.359,81199,30.184,81458,64.062,FPC-609,64.062,Plentiful-1511
36061019100,Manhattan,MN0703,-73.97018015586549,40.80063283697355,POINT (-73.97018011590038 40.800632838767406),POINT (-73.97018015586549 40.80063283697355),26.346,FPC-624,30.463,80518,31.51,81199,35.041,81458,65.144,FPC-609,65.144,Plentiful-1511
36081030906,Queens,QN0301,-73.89623145991243,40.756317705500585,POINT (-73.89623146067821 40.75631770354447),POINT (-73.89623145991243 40.75631770550059),52.094,FPC-624,37.14,80518,37.472,81199,52.466,81458,87.584,FPC-609,87.584,Plentiful-1511
36081098700,Queens,QN0702,-73.80873146024575,40.79239509071815,POINT (-73.80873155429884 40.79239500380713),POINT (-73.80873146024575 40.79239509071815),59.964,FPC-624,60.159,80518,57.283,81199,72.277,81458,107.498,FPC-609,107.498,Plentiful-1511
36061013700,Manhattan,MN0502,-73.98023735699348,40.765213276344646,POINT (-73.98023734154826 40.76521327343525),POINT (-73.98023735699348 40.76521327634465),11.536,80518,11.53,81199,23.337,81458,29.39,FPC-624,57.123,FPC-609,57.123,Plentiful-1511
36061013900,Manhattan,MN0402,-73.98617036402666,40.76729212378964,POINT (-73.98617034002837 40.76729212810762),POINT (-73.98617036402666 40.76729212378964),15.512,80518,15.506,81199,25.19,81458,32.914,FPC-624,62.347,FPC-609,62.347,Plentiful-1511
36061014500,Manhattan,MN0701,-73.984277080356,40.7698184210891,POINT (-73.98427705316891 40.76981842235595),POINT (-73.98427708035599 40.7698184210891),16.735,80518,17.714,81199,22.361,81458,30.085,FPC-624,59.518,FPC-609,59.518,Plentiful-1511
36061027700,Manhattan,MN1202,-73.92738130219539,40.855445989556905,POINT (-73.92738133713976 40.855445969476065),POINT (-73.92738130219539 40.85544598955691),35.271,FPC-624,43.498,80518,46.469,81199,47.369,81458,80.963,FPC-609,80.963,Plentiful-1511
36081010600,Queens,QN1001,-73.82496434487302,40.68568355028154,POINT (-73.82496422844572 40.685683464782784),POINT (-73.82496434487302 40.68568355028154),71.437,FPC-624,51.941,81199,54.761,80518,52.976,81458,81.663,FPC-609,81.663,Plentiful-1511
36081016600,Queens,QN1001,-73.82070218302394,40.6812732744094,POINT (-73.82070204388276 40.68127314788284),POINT (-73.82070218302394 40.6812732744094),77.564,FPC-624,58.068,81199,60.888,80518,63.717,81458,92.404,FPC-609,92.404,Plentiful-1511
36061001002,Manhattan,MN0302,-73.97695423903797,40.71731413995871,POINT (-73.97695423167313 40.71731413286188),POINT (-73.97695423903797 40.71731413995871),22.439,81458,33.639,81199,34.463,80518,44.179,FPC-624,56.529,FPC-609,56.529,Plentiful-1511
36005003300,Bronx,BX0101,-73.91193933974272,40.8082391888944,POINT (-73.91193929691515 40.80823919761299),POINT (-73.91193933974272 40.8082391888944),20.292,FPC-624,31.576,80518,33.311,81199,50.02,81458,76.853,FPC-609,76.853,Plentiful-1511
36081056000,Queens,QN1303,-73.73655844259682,40.72543940040956,POINT (-73.7365584980226 40.725439391820814),POINT (-73.73655844259682 40.72543940040956),79.706,FPC-624,63.268,81199,63.03,80518,77.747,81458,113.425,FPC-609,113.425,Plentiful-1511
36081162100,Queens,QN1302,-73.72970874306577,40.72846652347239,POINT (-73.7297086204705 40.72846649572206),POINT (-73.72970874306577 40.72846652347239),79.189,FPC-624,62.513,80518,65.167,81199,77.23,81458,112.908,FPC-609,112.908,Plentiful-1511
36081097202,Queens,QN1402,-73.7801089890135,40.59102159826986,POINT (-73.7801090965484 40.591021714728534),POINT (-73.7801089890135 40.59102159826986),91.811,81199,88.797,80518,73.422,81458,98.513,FPC-624,102.109,FPC-609,102.109,Plentiful-1511
36081099200,Queens,QN1401,-73.7672837423852,40.595227658809925,POINT (-73.76728379169178 40.595227615700324),POINT (-73.7672837423852 40.59522765880993),89.225,81199,86.211,80518,95.927,FPC-624,70.836,81458,99.523,FPC-609,99.523,Plentiful-1511
36081045800,Queens,QN0804,-73.7909258614646,40.71525982703173,POINT (-73.79092590458242 40.7152597661121),POINT (-73.7909258614646 40.71525982703173),64.389,FPC-624,50.367,81199,47.713,80518,62.43,81458,98.108,FPC-609,98.108,Plentiful-1511
36081046200,Queens,QN1201,-73.78797695683234,40.70985573072957,POINT (-73.78797695416436 40.70985572390568),POINT (-73.78797695683234 40.70985573072957),63.696,FPC-624,49.674,81199,47.02,80518,61.737,81458,97.415,FPC-609,97.415,Plentiful-1511
36081046600,Queens,QN0804,-73.78508965070594,40.714010684469685,POINT (-73.7850896902385 40.71401068963638),POINT (-73.78508965070594 40.71401068446968),63.928,FPC-624,49.906,81199,47.252,80518,61.969,81458,97.647,FPC-609,97.647,Plentiful-1511
36061022700,Manhattan,MN0903,-73.94646250393997,40.82296629202769,POINT (-73.94646250032982 40.82296629203275),POINT (-73.94646250393997 40.82296629202769),24.983,FPC-624,35.646,80518,36.693,81199,36.53,81458,72.111,FPC-609,72.111,Plentiful-1511
36061025900,Manhattan,MN1002,-73.94235701088448,40.823213973700966,POINT (-73.9423570726482 40.82321394212055),POINT (-73.94235701088448 40.82321397370097),24.501,FPC-624,33.903,80518,34.95,81199,34.787,81458,70.368,FPC-609,70.368,Plentiful-1511
36061006000,Manhattan,MN0601,-73.97658160379169,40.73466830134636,POINT (-73.9765815773967 40.734668299279974),POINT (-73.97658160379169 40.73466830134636),24.73,81199,29.957,81458,25.995,80518,37.667,FPC-624,61.581,FPC-609,61.581,Plentiful-1511
36005001901,Bronx,BX0101,-73.9280732830687,40.80677622068868,POINT (-73.92807326747182 40.806776211676556),POINT (-73.9280732830687 40.80677622068868),11.209,FPC-624,27.653,80518,30.667,81199,45.093,81458,70.944,FPC-609,70.944,Plentiful-1511
36081015500,Queens,QN0104,-73.91759666216183,40.760034860591105,POINT (-73.91759672006447 40.76003483377319),POINT (-73.91759666216183 40.76003486059111),41.988,FPC-624,26.05,80518,30.133,81199,45.404,81458,76.494,FPC-609,76.494,Plentiful-1511
36081015900,Queens,QN0104,-73.9183423210829,40.755786609007615,POINT (-73.91834235475598 40.755786595328296),POINT (-73.9183423210829 40.75578660900761),39.412,FPC-624,22.932,80518,27.015,81199,42.286,81458,73.376,FPC-609,73.376,Plentiful-1511
36061002000,Manhattan,MN0303,-73.97566235006471,40.72040540397053,POINT (-73.97566234222873 40.72040540235092),POINT (-73.97566235006471 40.72040540397053),22.172,81458,32.274,81199,31.689,80518,41.405,FPC-624,56.262,FPC-609,56.262,Plentiful-1511
36005009000,Bronx,BX0903,-73.84174283082999,40.821714156347326,POINT (-73.84174296077309 40.82171400584694),POINT (-73.84174283082999 40.82171415634733),45.038,FPC-624,56.322,80518,58.057,81199,74.766,81458,101.599,FPC-609,101.599,Plentiful-1511
36005009800,Bronx,BX0903,-73.84951181726301,40.82545028585335,POINT (-73.84951186115198 40.82545031959833),POINT (-73.84951181726301 40.82545028585335),38.891,FPC-624,50.175,80518,51.91,81199,68.619,81458,95.452,FPC-609,95.452,Plentiful-1511
36081000101,Queens,QN0201,-73.95877029630002,40.741365154403546,POINT (-73.95877032331876 40.741365126318755),POINT (-73.95877029630002 40.74136515440355),27.052,81199,28.317,80518,38.85,81458,38.683,FPC-624,68.108,FPC-609,68.108,Plentiful-1511
36081107201,Queens,QN1403,-73.82198091891699,40.60363689170279,POINT (-73.82198151589846 40.60363638070702),POINT (-73.82198091891699 40.60363689170279),77.606,81199,77.434,80518,71.291,81458,93.914,FPC-624,99.978,FPC-609,99.978,Plentiful-1511
36081107202,Queens,QN8491,-73.81381480486095,40.61691397723328,POINT (-73.81381488576406 40.61691366067771),POINT (-73.81381480486095 40.61691397723328),79.252,81199,79.08,80518,69.845,81458,94.936,FPC-624,98.532,FPC-609,98.532,Plentiful-1511
36005020100,Bronx,BX0402,-73.92695650252155,40.84211085867411,POINT (-73.92695652440268 40.842110826193704),POINT (-73.92695650252155 40.84211085867411),30.564,FPC-624,37.348,80518,40.362,81199,53.88,81458,80.639,FPC-609,80.639,Plentiful-1511
36005020501,Bronx,BX0501,-73.92366435919418,40.84745221348939,POINT (-73.92366439515536 40.84745219321225),POINT (-73.92366435919418 40.84745221348939),30.768,FPC-624,37.552,80518,40.566,81199,51.828,81458,80.843,FPC-609,80.843,Plentiful-1511
36061007900,Manhattan,MN0203,-74.00822134425559,40.739011812142074,POINT (-74.00822134798395 40.73901178746501),POINT (-74.00822134425559 40.73901181214207),20.231,81458,28.408,81199,27.823,80518,37.539,FPC-624,56.128,FPC-609,56.128,Plentiful-1511
36061009901,Manhattan,MN0401,-74.00749192381899,40.747493310957495,POINT (-74.007491962102 40.74749325144711),POINT (-74.00749192381899 40.74749331095749),22.337,81458,27.826,81199,30.026,80518,42.205,FPC-624,61.302,FPC-609,61.302,Plentiful-1511
36061014601,Manhattan,MN0803,-73.95216125580151,40.77719184190728,POINT (-73.95216123604727 40.777191846930535),POINT (-73.95216125580151 40.77719184190728),15.689,80518,18.343,81199,19.978,FPC-624,35.12,81458,61.867,FPC-609,61.867,Plentiful-1511
36061014602,Manhattan,MN0803,-73.95097544240276,40.77881479434526,POINT (-73.95097542447674 40.77881479655354),POINT (-73.95097544240276 40.77881479434526),15.771,80518,18.425,81199,19.78,FPC-624,35.202,81458,61.955,FPC-609,61.955,Plentiful-1511
36061014802,Manhattan,MN0802,-73.95443072940378,40.7810925615158,POINT (-73.95443073678867 40.781092553975185),POINT (-73.95443072940378 40.7810925615158),13.522,80518,15.257,81199,16.318,FPC-624,31.966,81458,57.293,FPC-609,57.293,Plentiful-1511
36061026100,Manhattan,MN1201,-73.9344549774497,40.84578451124143,POINT (-73.93445500516447 40.8457844930207),POINT (-73.9344549774497 40.84578451124143),33.142,FPC-624,41.11,80518,43.591,81199,43.428,81458,79.009,FPC-609,79.009,Plentiful-1511
36061025300,Manhattan,MN1201,-73.93837899532909,40.842895049231785,POINT (-73.93837897056834 40.842895049229476),POINT (-73.93837899532909 40.84289504923179),28.018,FPC-624,37.42,80518,38.467,81199,38.304,81458,73.885,FPC-609,73.885,Plentiful-1511
36061026300,Manhattan,MN1201,-73.93747541706709,40.846822562498275,POINT (-73.93747544622644 40.84682254958057),POINT (-73.93747541706709 40.84682256249828),29.54,FPC-624,38.942,80518,39.989,81199,39.826,81458,75.407,FPC-609,75.407,Plentiful-1511
36061019800,Manhattan,MN1102,-73.94236023603591,40.80429981979528,POINT (-73.94236024885264 40.8042998091896),POINT (-73.94236023603591 40.80429981979528),9.647,FPC-624,24.303,80518,27.317,81199,40.113,81458,67.594,FPC-609,67.594,Plentiful-1511
36061019000,Manhattan,MN1001,-73.94761934409422,40.80196167399032,POINT (-73.94761934537868 40.80196167015649),POINT (-73.94761934409422 40.80196167399032),15.472,FPC-624,25.97,80518,27.705,81199,36.872,81458,64.647,FPC-609,64.647,Plentiful-1511
36061020000,Manhattan,MN1001,-73.94523381762683,40.80578648871682,POINT (-73.94523385020226 40.805786474846975),POINT (-73.94523381762683 40.80578648871682),12.377,FPC-624,26.338,80518,29.352,81199,37.331,81458,67.425,FPC-609,67.425,Plentiful-1511
36061027300,Manhattan,MN1202,-73.93738595345589,40.85397694832319,POINT (-73.93738600898511 40.85397687853456),POINT (-73.93738595345589 40.85397694832319),30.658,FPC-624,40.06,80518,41.107,81199,40.944,81458,76.525,FPC-609,76.525,Plentiful-1511
36061027500,Manhattan,MN1202,-73.94043717205606,40.854577360972534,POINT (-73.94043736580353 40.8545772746866),POINT (-73.94043717205606 40.85457736097253),35.581,FPC-624,44.983,80518,46.03,81199,45.867,81458,81.448,FPC-609,81.448,Plentiful-1511
36061000700,Manhattan,MN0101,-74.00762084071869,40.70542176621632,POINT (-74.00762065024392 40.70542173650296),POINT (-74.00762084071869 40.70542176621632),18.395,81458,31.359,81199,28.345,80518,37.674,Plentiful-1511,37.674,FPC-609,38.061,FPC-624
36061000900,Manhattan,MN0101,-74.00981747478829,40.70226106162619,POINT (-74.00981718373819 40.70226101124462),POINT (-74.00981747478829 40.70226106162619),20.09,81458,34.191,81199,31.177,80518,38.0,Plentiful-1511,38.0,FPC-609,40.893,FPC-624
36061003001,Manhattan,MN0302,-73.98682868648908,40.721000695656095,POINT (-73.98682867805753 40.721000695539836),POINT (-73.98682868648908 40.72100069565609),17.346,81458,28.546,81199,29.811,80518,40.267,FPC-624,50.662,FPC-609,50.662,Plentiful-1511
36061005900,Manhattan,MN0202,-73.99456142701202,40.73128947737005,POINT (-73.9945614303121 40.73128947020259),POINT (-73.99456142701202 40.73128947737005),12.124,81458,19.021,81199,20.286,80518,31.704,FPC-624,44.276,FPC-609,44.276,Plentiful-1511
36061006100,Manhattan,MN0202,-73.99233022833008,40.7337078080657,POINT (-73.99233021556148 40.733707804347475),POINT (-73.99233022833008 40.7337078080657),17.599,81458,19.114,81199,18.529,80518,28.245,FPC-624,48.845,FPC-609,48.845,Plentiful-1511
36061005000,Manhattan,MN0602,-73.98721508914966,40.73611358249261,POINT (-73.98721510995442 40.736113565792145),POINT (-73.98721508914966 40.73611358249261),21.475,81458,19.748,81199,19.163,80518,28.879,FPC-624,50.804,FPC-609,50.804,Plentiful-1511
36061008603,Manhattan,MN0604,-73.96439457400135,40.75403381475385,POINT (-73.96439459385176 40.754033804441654),POINT (-73.96439457400135 40.75403381475385),12.52,81199,16.827,80518,33.638,81458,28.1,FPC-624,65.775,FPC-609,65.775,Plentiful-1511
36061010601,Manhattan,MN0604,-73.96158212568426,40.757383282611116,POINT (-73.96158213503656 40.757383276407275),POINT (-73.96158212568426 40.75738328261112),12.792,81199,14.475,80518,27.521,FPC-624,37.401,81458,64.356,FPC-609,64.356,Plentiful-1511
36061012800,Manhattan,MN0802,-73.96151777175606,40.77138085073777,POINT (-73.96151779725858 40.77138083327581),POINT (-73.96151777175606 40.77138085073777),9.372,80518,9.844,81199,21.164,FPC-624,29.428,81458,59.296,FPC-609,59.296,Plentiful-1511
36061004700,Manhattan,MN0201,-74.00286273053094,40.722418675886075,POINT (-74.0028627154349 40.72241865453089),POINT (-74.00286273053094 40.72241867588608),6.137,81458,27.742,81199,29.007,80518,40.521,FPC-624,43.19,FPC-609,43.19,Plentiful-1511
36061004900,Manhattan,MN0201,-74.0004730172771,40.72505711419952,POINT (-74.00047299946837 40.72505709777794),POINT (-74.0004730172771 40.72505711419952),5.447,81458,25.689,81199,26.954,80518,38.064,FPC-624,45.252,FPC-609,45.252,Plentiful-1511
36061013203,Manhattan,MN0801,-73.95227305609166,40.7708911994684,POINT (-73.95227305610582 40.770891199479884),POINT (-73.95227305609166 40.7708911994684),19.099,80518,18.774,81199,18.911,FPC-624,35.631,81458,66.583,FPC-609,66.583,Plentiful-1511
36061013400,Manhattan,MN0801,-73.95616561001026,40.77170205948636,POINT (-73.9561656036721 40.77170205673967),POINT (-73.95616561001026 40.77170205948636),15.51,80518,17.004,81199,22.537,FPC-624,34.319,81458,65.25,FPC-609,65.25,Plentiful-1511
36061011000,Manhattan,MN0801,-73.9631366709163,40.76214693274885,POINT (-73.96313666349127 40.762146929237716),POINT (-73.9631366709163 40.76214693274885),7.1,80518,9.957,81199,23.735,FPC-624,30.887,81458,57.699,FPC-609,57.699,Plentiful-1511
36061013800,Manhattan,MN0803,-73.95381524470044,40.77492220370702,POINT (-73.95381523838478 40.774922200953),POINT (-73.95381524470044 40.77492220370702),16.133,80518,17.004,81199,22.861,FPC-624,35.72,81458,65.203,FPC-609,65.203,Plentiful-1511
36061014000,Manhattan,MN0802,-73.95820819064693,40.77591397034468,POINT (-73.9582082162785 40.77591395274932),POINT (-73.95820819064693 40.77591397034468),14.13,80518,14.643,81199,20.792,FPC-624,32.084,81458,62.215,FPC-609,62.215,Plentiful-1511
36061013603,Manhattan,MN0803,-73.95084767928397,40.77284119311852,POINT (-73.9508476795074 40.772841193195006),POINT (-73.95084767928397 40.77284119311852),20.291,80518,20.822,81199,19.902,FPC-624,36.622,81458,67.369,FPC-609,67.369,Plentiful-1511
36061013604,Manhattan,MN0803,-73.9484963343007,40.7739562244594,POINT (-73.9484963131589 40.77395622919154),POINT (-73.9484963343007 40.7739562244594),22.797,80518,22.821,81199,21.704,FPC-624,40.282,81458,66.949,FPC-609,66.949,Plentiful-1511
