,GEOID,BoroName,NTA2020,lon,lat,centroid
52,36061009400,Manhattan,MN0502,-73.97774408784095,40.755226982916824,POINT (-73.97774411769815 40.75522696927366)
53,36061009500,Manhattan,MN0501,-73.99335783100112,40.74723661341888,POINT (-73.99335780527082 40.747236618528945)
54,36061009600,Manhattan,MN0502,-73.98088602116582,40.756374995696675,POINT (-73.98088604223729 40.756374983036366)
55,36061009700,Manhattan,MN0401,-73.99903271626314,40.74964088813712,POINT (-73.99903269109056 40.7496408884048)
56,36061009800,Manhattan,MN0604,-73.96777472513914,40.75578800691339,POINT (-73.967774717697 40.755788004678)
57,36061009902,Manhattan,MN0401,-74.00495639288704,40.75213531411628,POINT (-74.00495636304001 40.75213531696895)
58,36061009903,Manhattan,MN0401,-74.00247122783422,40.75614840872762,POINT (-74.00247121412347 40.756148385102335)
59,36061010000,Manhattan,MN0604,-73.9712333380797,40.75806492337256,POINT (-73.97123336153354 40.75806490689762)
60,36061010100,Manhattan,MN0501,-73.9915367553808,40.74973079938639,POINT (-73.99153673027368 40.74973080197947)
61,36061010200,Manhattan,MN0502,-73.97444936939087,40.75942376926727,POINT (-73.97444939247534 40.75942375316622)
62,36061010300,Manhattan,MN0401,-73.99721529808774,40.7521334104435,POINT (-73.9972152729587 40.752133412909245)
63,36061010400,Manhattan,MN0502,-73.9776728853297,40.76077898601418,POINT (-73.97767290541466 40.76077897376044)
64,36061010801,Manhattan,MN0604,-73.96617557672838,40.75798107921553,POINT (-73.9661755544192 40.75798108570525)
65,36061010802,Manhattan,MN0604,-73.96387512885924,40.75912247536422,POINT (-73.96387512866309 40.75912247528157)
66,36061010803,Manhattan,MN0604,-73.96617516906679,40.76009321023951,POINT (-73.96617516804623 40.76009321178518)
67,36061010900,Manhattan,MN0502,-73.98970307625612,40.75225067339263,POINT (-73.9897030538826 40.75225067526172)
68,36061011100,Manhattan,MN0401,-73.99538885707753,40.754647345857165,POINT (-73.99538883257767 40.75464734838661)
69,36061011201,Manhattan,MN0502,-73.97534573282564,40.7639779010806,POINT (-73.97534572618518 40.76397790474503)
70,36061011202,Manhattan,MN0502,-73.97213117788797,40.76260394852012,POINT (-73.97213117316086 40.762603948279406)
71,36061011203,Manhattan,MN0604,-73.96891072325587,40.76124165833163,POINT (-73.9689107183952 40.76124165800081)
72,36061011300,Manhattan,MN0502,-73.98786993559033,40.754775103114845,POINT (-73.98786990889563 40.75477510406772)
73,36061011402,Manhattan,MN0802,-73.96727887650732,40.76348257743046,POINT (-73.96727887607466 40.76348257470076)
74,36061011800,Manhattan,MN0801,-73.96085525425684,40.76527473665379,POINT (-73.9608552482408 40.76527473275156)
75,36061011900,Manhattan,MN0502,-73.98602477324474,40.75731518521495,POINT (-73.9860247490562 40.75731518798071)
76,36061012000,Manhattan,MN0802,-73.96476633494787,40.76692610086383,POINT (-73.96476635804093 40.76692608474493)
77,36061012101,Manhattan,MN0402,-73.99027921142289,40.7591118856861,POINT (-73.99027921023297 40.759111887490185)
78,36061012102,Manhattan,MN0402,-73.99311908739338,40.7603075886889,POINT (-73.99311909019487 40.760307584922934)
79,36061012200,Manhattan,MN0802,-73.96798405103979,40.768281177830545,POINT (-73.96798407414133 40.768281161706106)
80,36061012500,Manhattan,MN0502,-73.98417553104916,40.75984064060919,POINT (-73.98417550438455 40.75984064422658)
81,36061012601,Manhattan,MN0801,-73.95740673835354,40.76799408107082,POINT (-73.95740675022725 40.767994074349865)
82,36061012602,Manhattan,MN0801,-73.95970802935926,40.76896733936584,POINT (-73.95970804191644 40.76896733229271)
83,36061012700,Manhattan,MN0402,-73.98985655205378,40.76223834459453,POINT (-73.98985652978874 40.76223834884176)
84,36061013000,Manhattan,MN0802,-73.96473353312317,40.77273604490048,POINT (-73.9647335587036 40.77273602745226)
85,36061013100,Manhattan,MN0502,-73.98235350958423,40.76234580985471,POINT (-73.98235348632824 40.76234581224278)
86,36061013201,Manhattan,MN0801,-73.95206875524792,40.76870128714931,POINT (-73.95206872825496 40.76870129219925)
87,36061013202,Manhattan,MN0801,-73.94972087111296,40.769830572227576,POINT (-73.94972086792664 40.76983057377083)
88,36061013300,Manhattan,MN0402,-73.988034964202,40.76473810248648,POINT (-73.98803493655537 40.76473810600568)
89,36061013601,Manhattan,MN0803,-73.94625310990148,40.77201139360241,POINT (-73.94625312915935 40.77201138612589)
90,36061013602,Manhattan,MN0803,-73.94854459936018,40.77186972030817,POINT (-73.94854459857956 40.77186972010108)
91,36061014801,Manhattan,MN0802,-73.95607288391017,40.77884100044119,POINT (-73.95607287538557 40.77884100252034)
92,36061014900,Manhattan,MN0701,-73.98248669495914,40.772351414713825,POINT (-73.98248666851134 40.77235141563253)
93,36061015001,Manhattan,MN0802,-73.9592835540632,40.78019611318298,POINT (-73.95928354550792 40.780196115233224)
94,36061015002,Manhattan,MN0802,-73.95764802977115,40.782448101848985,POINT (-73.95764803646517 40.78244809514479)
95,36061015101,Manhattan,MN0701,-73.98697181845769,40.773839640619286,POINT (-73.98697182751057 40.773839632755994)
96,36061015301,Manhattan,MN0701,-73.97924063098088,40.7742618746379,POINT (-73.97924062925487 40.774261876775284)
97,36061015302,Manhattan,MN0701,-73.9820808431408,40.775452533961925,POINT (-73.98208084572407 40.77545252973207)
98,36061015401,Manhattan,MN0803,-73.94981417189317,40.780408172550715,POINT (-73.94981414862823 40.780408177523356)
99,36061015402,Manhattan,MN0803,-73.9475473805952,40.781504877799556,POINT (-73.94754737790494 40.781504880166786)
100,36061015403,Manhattan,MN0803,-73.94985218290006,40.7824758013432,POINT (-73.949852182616 40.78247580143437)
101,36061015501,Manhattan,MN0701,-73.98491820946646,40.77665095841005,POINT (-73.98491821084151 40.776650956335885)
102,36061015601,Manhattan,MN0803,-73.94750231142235,40.78356862719595,POINT (-73.94750229076948 40.783568631418056)
103,36061015602,Manhattan,MN1101,-73.94632436559152,40.785181636442005,POINT (-73.94632434868738 40.785181637128545)
104,36061015700,Manhattan,MN0701,-73.97878605233299,40.7774170639962,POINT (-73.9787860288962 40.77741706590178)
105,36061015801,Manhattan,MN0802,-73.95210371390236,40.78427785782544,POINT (-73.95210372158246 40.784277849552815)
106,36061015802,Manhattan,MN1101,-73.95047444232092,40.78652255833789,POINT (-73.95047443429897 40.78652255884252)
107,36061016001,Manhattan,MN0802,-73.95532275819843,40.78563356128437,POINT (-73.95532276538191 40.7856335541821)
108,36061016002,Manhattan,MN1101,-73.95368639939707,40.787879144995294,POINT (-73.95368639075754 40.78787914617014)
109,36061016100,Manhattan,MN0702,-73.9771929156556,40.779948148258114,POINT (-73.97719288802975 40.779948149419134)
110,36061016200,Manhattan,MN1101,-73.93967551769448,40.787958235839895,POINT (-73.93967565659582 40.78795816377879)
111,36061016400,Manhattan,MN1101,-73.94447228441857,40.787712249830555,POINT (-73.94447227850551 40.78771224557144)
112,36061016500,Manhattan,MN0702,-73.97499829287584,40.78235777983011,POINT (-73.9749982707153 40.78235777892736)
113,36061016600,Manhattan,MN1101,-73.94838363836081,40.78936979932858,POINT (-73.94838366208326 40.78936978189304)
114,36061016900,Manhattan,MN0702,-73.97311965461938,40.78519566643169,POINT (-73.97311963029763 40.785195669002235)
115,36061017000,Manhattan,MN1101,-73.94214663792755,40.790902613551836,POINT (-73.94214663344185 40.79090261009918)
116,36061017100,Manhattan,MN0702,-73.9792765899329,40.787825109535504,POINT (-73.97927655433759 40.787825109848626)
117,36061017200,Manhattan,MN1101,-73.94513296282346,40.79382483768558,POINT (-73.94513298886952 40.793824819441575)
118,36061017300,Manhattan,MN0702,-73.97123676556016,40.78777077289854,POINT (-73.97123674342848 40.78777077213136)
119,36061017401,Manhattan,MN1101,-73.94857461985414,40.79488610383326,POINT (-73.94857462017373 40.79488609958163)
120,36061017402,Manhattan,MN1101,-73.94715935571904,40.79680061668886,POINT (-73.94715934763163 40.79680061738893)
121,36061017500,Manhattan,MN0702,-73.97752106313933,40.790408311458066,POINT (-73.97752102589787 40.79040831288255)
122,36061017700,Manhattan,MN0702,-73.9693888301059,40.79030792356537,POINT (-73.96938880783023 40.79030792293496)
123,36061018000,Manhattan,MN1102,-73.93959541464999,40.79440196474435,POINT (-73.93959541659348 40.794401955849914)
124,36061018100,Manhattan,MN0702,-73.96774569584117,40.792555221566595,POINT (-73.96774566882289 40.79255522382589)
125,36061018400,Manhattan,MN1102,-73.94506538133845,40.79968518169961,POINT (-73.94506540621309 40.79968516401629)
126,36061018600,Manhattan,MN1001,-73.94970712606082,40.79910225841285,POINT (-73.94970713206081 40.799102250781786)
127,36061018700,Manhattan,MN0703,-73.97200788311616,40.79809132488262,POINT (-73.97200784280544 40.798091326752164)
128,36061019200,Manhattan,MN1102,-73.93078271763771,40.79914609459041,POINT (-73.93078272350725 40.79914606697728)
129,36061019300,Manhattan,MN0703,-73.96195526204548,40.800504646330204,POINT (-73.96195523998743 40.800504648006545)
130,36061019400,Manhattan,MN1102,-73.93518278736633,40.80046584384813,POINT (-73.93518278026329 40.80046583900912)
131,36061019500,Manhattan,MN0703,-73.96833063898643,40.80315575028641,POINT (-73.96833059898621 40.8031557531365)
132,36061019600,Manhattan,MN1102,-73.93857020465396,40.802807152649514,POINT (-73.93857022958501 40.802807135517305)
133,36061019702,Manhattan,MN1001,-73.95798715499286,40.80219105961831,POINT (-73.95798716406853 40.80219105342207)
134,36061019900,Manhattan,MN0901,-73.96653281113615,40.80571198971222,POINT (-73.96653277167051 40.80571199223644)
135,36061020500,Manhattan,MN0901,-73.9651228306576,40.81024954436291,POINT (-73.96512285827792 40.81024951753743)
136,36061020600,Manhattan,MN1102,-73.9387834150588,40.80829130905155,POINT (-73.9387834287984 40.80829129818388)
137,36061020701,Manhattan,MN0901,-73.95846100695528,40.80897488587466,POINT (-73.95846101361946 40.80897488120935)
138,36061020800,Manhattan,MN1002,-73.94200773817532,40.80964856059429,POINT (-73.94200774733264 40.809648556316155)
139,36061021100,Manhattan,MN0901,-73.96067909797804,40.81430238711121,POINT (-73.96067906545139 40.81430236738145)
140,36061021303,Manhattan,MN0902,-73.95314673780524,40.814567382638565,POINT (-73.953146740779 40.81456734078628)
141,36061021500,Manhattan,MN1002,-73.94947113496998,40.813527828960545,POINT (-73.94947118243017 40.81352780367376)
142,36061021600,Manhattan,MN1001,-73.95438475797634,40.800674818496795,POINT (-73.95438473325255 40.80067481972988)
143,36061021703,Manhattan,MN0902,-73.94975939490672,40.81792420603233,POINT (-73.94975944903891 40.81792413860198)
144,36061021800,Manhattan,MN1001,-73.95252457078354,40.80322240236792,POINT (-73.95252454717638 40.803222402285876)
145,36061022000,Manhattan,MN1001,-73.95065672104364,40.80578380514968,POINT (-73.95065669659677 40.80578380915981)
146,36061022102,Manhattan,MN1002,-73.94618566883842,40.81865504365479,POINT (-73.94618569612282 40.818655022300945)
147,36061022200,Manhattan,MN1001,-73.94878751943713,40.80834020954296,POINT (-73.94878749384237 40.80834021376571)
148,36061022301,Manhattan,MN0902,-73.95500587709269,40.82114163528992,POINT (-73.95500581822354 40.82114163330065)
149,36061022400,Manhattan,MN1002,-73.94695592676182,40.81112320347348,POINT (-73.9469558997382 40.81112319933179)
150,36061022500,Manhattan,MN0903,-73.95415930352314,40.823833993792256,POINT (-73.95415924560359 40.82383400221907)
151,36061022600,Manhattan,MN1002,-73.94481139092917,40.81343511295097,POINT (-73.94481136404586 40.813435113875826)
152,36061022800,Manhattan,MN1002,-73.94324562538598,40.81592970323643,POINT (-73.94324560101099 40.815929703168514)
153,36061023100,Manhattan,MN0903,-73.94409943594927,40.82582826404402,POINT (-73.94409943086652 40.825828258277205)
154,36061023400,Manhattan,MN1002,-73.93866455997963,40.823727412802306,POINT (-73.93866453995459 40.8237274081608)
155,36061023502,Manhattan,MN1002,-73.93892493121947,40.82789876123268,POINT (-73.93892494770373 40.82789875121919)
156,36061024100,Manhattan,MN1201,-73.94606580753572,40.834125076233505,POINT (-73.94606575195047 40.83412508417711)
157,36061024200,Manhattan,MN1102,-73.93415170488787,40.805300407946795,POINT (-73.93415164230518 40.80530035592834)
158,36061024301,Manhattan,MN1201,-73.9387580748537,40.83597377272889,POINT (-73.93875807967933 40.83597375365116)
159,36061024700,Manhattan,MN1201,-73.94624567603606,40.83834543602131,POINT (-73.94624568019424 40.83834540913919)
160,36061024900,Manhattan,MN1201,-73.936449595017,40.83912893167457,POINT (-73.93644960783044 40.83912892247309)
161,36061025100,Manhattan,MN1201,-73.9399226200505,40.84032601659583,POINT (-73.93992260111257 40.84032601564516)
162,36061025500,Manhattan,MN1201,-73.94392810086937,40.845450883551905,POINT (-73.94392810369878 40.84545080715234)
163,36061026500,Manhattan,MN1202,-73.94009971395363,40.84963542492687,POINT (-73.94009970986887 40.84963542747781)
164,36061026700,Manhattan,MN1202,-73.92863318231508,40.85033580583915,POINT (-73.92863320819964 40.85033579279512)
165,36061026900,Manhattan,MN1202,-73.93097473840743,40.85055674168333,POINT (-73.93097477602356 40.85055671809437)
166,36061027100,Manhattan,MN1202,-73.93429388077328,40.85194197235708,POINT (-73.93429388466966 40.851941948291426)
167,36061028100,Manhattan,MN1202,-73.93459746574763,40.856958481395644,POINT (-73.93459749662725 40.85695845951264)
168,36061029300,Manhattan,MN1203,-73.92011962824971,40.86592572734857,POINT (-73.92011963118725 40.865925715013844)
169,36061029500,Manhattan,MN1203,-73.9249408913051,40.8675229886641,POINT (-73.92494092162546 40.86752299478277)
170,36061030900,Manhattan,BX0802,-73.91037371350453,40.875965512018986,POINT (-73.91037369422037 40.8759655010479)
171,36005000100,Bronx,QN0151,-73.88265513792145,40.791130324653366,POINT (-73.88265488943965 40.79113033369918)
172,36005000200,Bronx,BX0902,-73.85900702815964,40.810751921017406,POINT (-73.85900689077879 40.81075184088488)
173,36005001600,Bronx,BX0902,-73.85807620328993,40.818847743357715,POINT (-73.85807621372632 40.81884770739297)
174,36005001904,Bronx,BX0291,-73.8983698120025,40.799576436871135,POINT (-73.89836979743558 40.79957638564919)
175,36005002002,Bronx,BX0902,-73.8644246835683,40.81763705891425,POINT (-73.86442463999587 40.817637026356415)
176,36005002300,Bronx,BX0101,-73.9258456390051,40.80908394384018,POINT (-73.92584562421652 40.80908394457968)
177,36005002500,Bronx,BX0101,-73.92088009260115,40.80700185741095,POINT (-73.9208800684209 40.80700186133409)
178,36005002701,Bronx,BX0101,-73.91636065593417,40.80507501443473,POINT (-73.91636064464961 40.805075013434745)
179,36005002702,Bronx,BX0101,-73.91377744202003,40.80644775170116,POINT (-73.9137774169125 40.80644775320156)
180,36005003800,Bronx,BX0902,-73.86334353711989,40.820294407554805,POINT (-73.86334353342896 40.82029440654612)
181,36005003900,Bronx,BX0101,-73.92142280731761,40.809718880069894,POINT (-73.92142272207484 40.809718892761566)
182,36005004001,Bronx,BX0903,-73.85833530560765,40.828272025979786,POINT (-73.85833530460701 40.82827201948739)
183,36005004200,Bronx,BX0902,-73.86202202135205,40.82392518050695,POINT (-73.86202205631956 40.82392521116948)
184,36005004400,Bronx,BX0901,-73.8664397181568,40.82651202511201,POINT (-73.86643976488725 40.82651207291723)
185,36005004600,Bronx,BX0902,-73.86917646973922,40.822409442751,POINT (-73.8691764498982 40.82240943021951)
186,36005004800,Bronx,BX0901,-73.87432519158139,40.82701452478797,POINT (-73.8743251849851 40.82701449736175)
187,36005005001,Bronx,BX0901,-73.87785355515997,40.824997208930974,POINT (-73.87785355680127 40.8249972113608)
188,36005005002,Bronx,BX0901,-73.87843468040148,40.827363093120226,POINT (-73.87843467967292 40.82736309382315)
189,36005005400,Bronx,BX0901,-73.87974306553012,40.82990742612486,POINT (-73.87974307750048 40.82990743984117)
190,36005006302,Bronx,BX0491,-73.92639190409179,40.82997893765991,POINT (-73.9263920374602 40.829978864556885)
191,36005006400,Bronx,BX0901,-73.87219814644948,40.83300038110298,POINT (-73.87219813663211 40.83300034886172)
192,36005006500,Bronx,BX0102,-73.9216593382031,40.817400561195726,POINT (-73.92165932062355 40.81740056075114)
193,36005006800,Bronx,BX0901,-73.87050005078488,40.82896418853798,POINT (-73.87050006300834 40.82896418001878)
194,36005007000,Bronx,BX0901,-73.86562184144138,40.82981783186486,POINT (-73.8656218498109 40.82981781918415)
195,36005007200,Bronx,BX0903,-73.86068254469788,40.831037742858285,POINT (-73.86068255279345 40.83103773228186)
196,36005007400,Bronx,BX0903,-73.85286230548265,40.81947560938051,POINT (-73.85286228510162 40.819475568516346)
197,36005007600,Bronx,BX0901,-73.86765588268132,40.83337873042137,POINT (-73.8676558733603 40.833378732493905)
198,36005007800,Bronx,BX0903,-73.85264948016207,40.82913107880033,POINT (-73.85264945222778 40.829131099568706)
199,36005007900,Bronx,BX0102,-73.90486728032944,40.81579029733591,POINT (-73.90486731220244 40.81579026132582)
200,36005008300,Bronx,BX0202,-73.90184052770405,40.813676186179414,POINT (-73.90184053404157 40.813676154453475)
201,36005008400,Bronx,BX0903,-73.84776170343328,40.815606347614846,POINT (-73.84776170830655 40.815606353764146)
202,36005008500,Bronx,BX0202,-73.89907834765604,40.816267238891726,POINT (-73.89907830956275 40.816267221172126)
203,36005008600,Bronx,BX0903,-73.8498080868393,40.819879215308255,POINT (-73.84980806718313 40.81987917344132)
204,36005008700,Bronx,BX0202,-73.89727309501926,40.81967433453955,POINT (-73.8972731062581 40.81967433074648)
205,36005009200,Bronx,BX0903,-73.85215182626149,40.832341880026135,POINT (-73.85215179233668 40.832341902463355)
206,36005009600,Bronx,BX1001,-73.84384279346176,40.83452103376546,POINT (-73.84384287757584 40.83452092922317)
207,36005011701,Bronx,BX0201,-73.88357585725673,40.81436715523963,POINT (-73.88357579260652 40.814367116969414)
208,36005011702,Bronx,BX0201,-73.87534449518681,40.80987180036046,POINT (-73.87534427009007 40.809871656426985)
209,36005011900,Bronx,BX0202,-73.88955959290924,40.82327542893102,POINT (-73.8895596098417 40.82327541674693)
210,36005012101,Bronx,BX0303,-73.88887831974849,40.82827604929706,POINT (-73.88887831352692 40.82827604662219)
211,36005012102,Bronx,BX0202,-73.88789792931806,40.82600478990806,POINT (-73.8878979425509 40.82600479161845)
212,36005012500,Bronx,BX0303,-73.89352529157911,40.8286347936544,POINT (-73.89352527928907 40.82863478774513)
213,36005012901,Bronx,BX0202,-73.89873459477842,40.82262903472624,POINT (-73.89873461750291 40.822629037588776)
214,36005013000,Bronx,BX1002,-73.81474708898942,40.81930383540593,POINT (-73.81474705127341 40.81930384317602)
215,36005013100,Bronx,BX0202,-73.89789492799834,40.82595131949966,POINT (-73.89789492701689 40.82595131423972)
216,36005013200,Bronx,BX1002,-73.82068812620322,40.815522686768894,POINT (-73.82068822032328 40.81552268509928)
217,36005013300,Bronx,BX0301,-73.90348513608429,40.822822824929844,POINT (-73.90348512853107 40.82282281377598)
218,36005013500,Bronx,BX0301,-73.90209242633563,40.82712902071569,POINT (-73.90209245007077 40.82712900568795)
219,36005014400,Bronx,BX1002,-73.82333641645369,40.82126068473751,POINT (-73.82333637682186 40.82126066243846)
220,36005014900,Bronx,BX0301,-73.90149615905374,40.832591877364585,POINT (-73.90149619638753 40.83259185590437)
221,36005015100,Bronx,BX0301,-73.89847646545125,40.831087651820276,POINT (-73.89847647441773 40.83108761805205)
222,36005015200,Bronx,BX1002,-73.82491896299786,40.826390350519674,POINT (-73.8249188928654 40.826390349278164)
223,36005015300,Bronx,BX0303,-73.89412265313756,40.83346804483851,POINT (-73.89412268621223 40.83346801326714)
224,36005015800,Bronx,BX1002,-73.81861620611951,40.82485811600163,POINT (-73.818616185317 40.824858093713054)
225,36005016000,Bronx,BX1002,-73.81751949507058,40.83111762126676,POINT (-73.81751937506847 40.83111755365985)
226,36005016200,Bronx,BX1002,-73.82175931680514,40.8288502754572,POINT (-73.82175930168356 40.82885026721606)
227,36005016300,Bronx,BX0391,-73.8949867498509,40.83854944813167,POINT (-73.89498679265398 40.83854943460776)
228,36005016400,Bronx,BX1002,-73.82484785232025,40.832199600039544,POINT (-73.8248478453273 40.83219959442394)
229,36005017100,Bronx,BX0492,-73.90750246684978,40.84043093464674,POINT (-73.90750247548759 40.84043090668228)
230,36005017500,Bronx,BX0401,-73.91365108937856,40.83082269733512,POINT (-73.9136511038465 40.83082267746709)
231,36005017701,Bronx,BX0401,-73.91117745233765,40.833195799055446,POINT (-73.91117744218577 40.83319578822821)
232,36005017702,Bronx,BX0403,-73.9095482540951,40.83617869762668,POINT (-73.90954828278795 40.83617869320652)
233,36005017901,Bronx,BX0401,-73.91518540603866,40.83483551876448,POINT (-73.91518540426287 40.83483551791529)
234,36005017902,Bronx,BX0403,-73.9134993574762,40.83700469556704,POINT (-73.91349936670709 40.837004692850485)
235,36005018101,Bronx,BX0401,-73.91611111169485,40.83160741331927,POINT (-73.9161111334206 40.83160739724416)
236,36005018102,Bronx,BX0401,-73.91814098327471,40.832266991839276,POINT (-73.91814100162739 40.83226697938668)
237,36005018302,Bronx,BX0401,-73.91875210427078,40.82791214144358,POINT (-73.91875211836646 40.82791212738996)
238,36005018400,Bronx,BX1002,-73.82928067066474,40.83741845123666,POINT (-73.82928066718652 40.83741842320889)
239,36005018900,Bronx,BX0402,-73.93024837395615,40.83174380260813,POINT (-73.93024838664346 40.83174377850125)
240,36005019700,Bronx,BX0401,-73.91997600603312,40.83520501003437,POINT (-73.91997600633633 40.835205008560635)
241,36005019900,Bronx,BX0402,-73.92544993496946,40.83674324289049,POINT (-73.92544993370784 40.836743241773156)
242,36005020200,Bronx,BX1001,-73.84757925340102,40.83849111246092,POINT (-73.84757925081817 40.83849110896526)
243,36005020400,Bronx,BX1001,-73.85086031981653,40.84086411714699,POINT (-73.85086031131499 40.84086411164857)
244,36005020601,Bronx,BX1001,-73.85053780236034,40.836640756068334,POINT (-73.850537782386 40.836640738869114)
245,36005020900,Bronx,BX0403,-73.91501442973478,40.843068995143675,POINT (-73.91501441026506 40.84306899535901)
