GEOID,FP_nearest,FP_tt,FP_tt_3
36047030100,83956,2.52,2.63
36047030200,85477,6.17,10.49
36047030300,83907,1.05,3.71
36047030400,85477,11.7,13.41
36047030500,80403,5.46,6.71
36047030600,81564,4.97,8.66
36047030700,85263,1.95,2.38
36047030800,81564,5.17,8.98
36047030900,FPC-101,5.03,6.81
36047031100,84944,4.17,7.27
36047031300,80292,3.6,4.17
36047031401,81564,8.42,11.89
36047031402,85267,11.2,12.83
36047031500,85182,0.73,2.25
36047031701,85182,3.45,3.82
36047031702,82044,5.88,6.49
36047031900,81157,2.28,4.37
36047032100,84151,4.58,4.84
36047032300,85495,1.44,2.9
36047032500,85495,1.78,2.81
36047032600,84948,0.43,2.35
36047032800,80309,7.4,8.6
36047032900,83318,1.44,3.37
36047033000,80309,9.93,11.06
36047033100,81156,2.83,4.9
36047033300,81402,4.69,4.76
36047033500,81402,2.4,4.05
36047033600,82784,1.64,4.78
36047033701,81402,1.94,3.24
36047033702,81402,1.29,3.02
36047033900,81402,3.64,4.44
36047034000,80309,6.41,7.94
36047034100,84944,3.61,5.46
36047034200,80309,6.3,7.74
36047034300,81460,3.45,5.02
36047034500,84146,6.31,6.69
36047034700,FPC-101,3.83,4.58
36047034800,81317,6.53,7.61
36047034901,84146,5.72,6.53
36047034902,84146,5.13,6.08
36047035000,81317,7.21,9.22
36047035101,84146,3.49,6.19
36047035102,84146,2.38,5.12
36047035200,81317,7.43,9.42
36047035301,84146,3.31,5.04
36047035302,84146,2.12,3.9
36047035500,80260,2.53,5.05
36047035601,85479,6.97,8.4
36047035602,85479,9.18,10.0
36047035701,FPC-100,3.19,5.27
36047035702,80321,4.37,5.01
36047035900,FPC-100,0.28,2.68
36047036001,83618,6.27,8.4
36047036002,83618,4.33,6.86
36047036100,84189,0.83,2.16
36047036200,83618,2.55,4.63
36047036300,85240,1.27,2.89
36047036400,85479,1.91,2.69
36047036501,80438,3.72,4.94
36047036700,80228,2.05,3.62
36047036900,85346,1.83,4.5
36047037000,85537,8.94,9.3
36047037100,85316,0.24,3.13
36047037300,85363,0.62,4.03
36047037401,80343,7.98,10.08
36047037402,80343,11.05,11.51
36047037500,FPC-186,5.05,5.93
36047037700,82056,3.41,5.54
36047037900,83956,3.25,3.68
36047038100,82056,4.03,6.25
36047038200,FPC-549,1.87,7.64
36047038300,82056,5.2,6.72
36047038500,84759,3.26,4.7
36047038600,FPC-549,5.53,8.41
36047038800,80343,2.25,10.85
36047038900,DSNY-BRS-2179,1.63,5.12
36047039000,80343,3.34,11.1
36047039100,82837,2.93,4.06
36047039200,80343,6.06,10.72
36047039400,80343,7.99,11.11
36047039600,80343,6.45,11.08
36047039700,FPC-186,1.79,2.99
36047039800,FPC-549,7.81,10.4
36047039900,FPC-186,0.88,2.44
36047040000,84206,10.31,10.88
36047040100,84354,2.98,4.27
36047040200,FPC-549,7.66,9.8
36047040300,81578,1.22,6.31
36047040400,85477,6.89,10.66
36047040500,81578,5.88,6.63
36047040600,85477,9.52,11.29
36047040700,80228,8.95,11.3
36047040800,84206,7.1,11.65
36047040900,80324,4.02,8.37
36047041000,84206,5.55,11.72
36047041100,81578,6.03,6.94
36047041200,84206,1.08,12.94
36047041300,80324,4.57,6.16
36047041401,84206,6.13,12.47
36047041402,84206,8.45,12.38
36047041500,84354,5.15,5.54
36047041600,85315,10.79,12.68
36047041700,FPC-186,6.01,7.45
36047041800,84206,11.26,14.65
36047041900,85215,5.71,7.67
36047042000,84206,13.57,17.15
36047042100,80212,4.13,5.65
36047042200,84206,6.31,15.68
36047042300,80212,1.2,4.28
36047042400,84206,3.33,16.21
36047042500,82837,0.84,4.4
36047042600,84206,6.19,14.03
36047042700,FPC-439,3.24,5.32
36047042800,85477,10.77,12.21
36047042900,FPC-439,1.85,6.23
36047043000,84206,12.5,15.18
36047043100,FPC-439,7.08,8.45
36047043200,84206,11.03,17.46
36047043300,FPC-186,11.78,12.08
36047043400,84206,8.27,19.28
36047043500,80324,6.67,9.56
36047043600,84206,12.94,21.52
36047043700,80324,1.65,7.47
36047043800,84206,9.32,19.86
36047043900,DSNY-BRS-2176,5.6,9.1
36047044000,84206,13.08,22.5
36047044100,DSNY-BRS-2176,10.16,12.59
36047044200,84206,15.42,21.96
36047044300,FPC-439,9.44,11.87
36047044400,84206,17.52,21.1
36047044500,FPC-439,7.23,11.03
36047044600,84206,15.65,21.89
36047044700,FPC-439,7.06,10.55
36047044800,84206,19.95,20.48
36047044901,85171,4.76,13.04
36047044902,85171,14.47,18.19
36047045000,FPC-631,15.38,16.22
36047045200,FPC-631,15.74,16.8
36047045300,82837,7.79,9.09
36047045400,FPC-631,17.78,18.91
36047045600,FPC-631,6.72,7.81
36047045800,FPC-631,8.13,9.05
36047046000,85468,1.0,1.35
36047046201,85203,9.63,9.75
36047046202,85203,12.36,12.95
36047046400,85203,10.31,14.42
36047046800,85203,14.71,18.99
36047047000,85203,11.09,16.88
36047047200,85203,7.63,14.22
36047047400,85203,4.54,11.19
36047047600,85203,1.27,7.97
36047047700,85171,2.76,10.14
36047047800,85203,3.48,6.01
36047048000,85203,6.98,8.9
36047048100,83622,6.11,9.57
36047048200,Plentiful-1314,3.67,4.59
36047048400,85322,6.52,7.69
36047048500,FPC-595,6.17,8.75
36047048600,82785,5.52,8.06
36047048800,85322,5.62,7.73
36047048900,FPC-595,1.83,4.97
36047049000,85322,1.34,7.28
36047049100,80421,4.5,7.27
36047049200,85322,4.07,7.98
36047049301,83622,2.09,5.82
36047049302,80421,3.54,5.18
36047049400,FPC-640,4.32,8.19
36047049500,83622,1.76,7.28
36047049600,82785,9.46,11.25
36047049700,85171,6.33,8.53
36047049800,82785,11.51,14.05
36047049900,85171,5.4,12.27
36047050002,FPC-640,4.77,11.59
36047050100,85065,8.42,9.46
36047050300,85065,5.35,6.14
36047050402,FPC-640,1.65,10.75
36047050500,80421,2.28,5.31
36047050700,85351,8.0,8.4
36047050801,80336,4.93,5.11
36047050804,80336,3.68,7.22
36047050900,80419,6.6,8.31
36047051001,82347,3.03,3.98
36047051002,82347,1.79,3.73
36047051100,85065,5.06,5.49
36047051300,85065,2.12,5.36
36047051400,83444,3.94,4.35
36047051500,85171,9.47,12.32
36047051601,85290,2.29,3.93
36047051602,81479,1.18,2.46
36047051700,85083,12.69,14.26
36047051800,85290,2.8,4.77
36047051900,85065,8.78,9.0
36047052000,FPC-632,5.21,5.74
36047052300,FPC-713,1.63,4.01
36047052500,FPC-713,3.25,5.29
36047052600,FPC-632,4.7,5.3
36047052700,Plentiful-1562,1.73,3.55
36047052800,Plentiful-1480,3.76,4.44
36047052900,80419,1.64,4.9
36047053000,FPC-631,5.5,6.64
36047053101,80419,6.09,10.88
36047053102,80419,8.04,9.61
36047053200,FPC-642,8.54,9.29
36047053300,80419,2.91,7.95
36047053400,FPC-631,12.48,13.64
36047053500,FPC-713,6.22,7.65
36047053700,80419,8.8,12.37
36047053800,FPC-642,15.73,18.94
36047053900,80419,8.58,11.96
36047054200,85315,19.66,20.63
36047054400,84456,17.81,19.42
36047054600,FPC-485,13.87,17.6
36047054700,83174,7.99,9.76
36047054800,84456,11.61,14.53
36047054900,83174,4.95,8.49
36047055000,84456,10.77,14.6
36047055100,83174,3.86,8.2
36047055200,84456,11.85,15.77
36047055300,83174,6.57,8.96
36047055400,85315,14.18,15.36
36047055600,85315,8.13,11.79
36047055700,85083,11.61,14.19
36047055800,85315,6.23,10.31
36047056000,84456,3.83,8.88
36047056100,85083,4.23,14.81
36047056200,84456,5.53,9.54
36047056301,85083,7.6,18.1
36047056400,80249,11.28,13.39
36047056500,85083,3.45,17.73
36047056600,80249,5.74,10.99
36047056800,80249,6.71,14.99
36047056900,85083,8.58,13.67
36047057000,80249,4.95,14.27
36047057100,85171,9.25,13.51
36047057200,80249,5.17,13.01
36047057300,85083,7.11,15.78
36047057400,80249,4.72,8.18
36047057500,85083,4.7,17.34
36047057600,84456,4.2,6.74
36047057800,84456,3.36,6.42
36047058000,85315,0.56,8.17
36047058200,85315,4.5,9.05
36047058400,85315,7.8,10.25
36047058600,85315,6.11,9.44
36047058800,85537,9.87,11.0
36047058901,85171,12.37,14.88
36047058902,85171,14.36,16.89
36047059000,83617,5.96,10.96
36047059100,85171,5.18,13.09
36047059200,83617,6.44,10.16
36047059300,85171,9.76,16.83
36047059402,80249,6.75,10.83
36047059403,84456,9.4,9.96
36047059404,83617,5.16,11.76
36047059600,80249,11.74,14.63
36047059800,85234,14.28,15.7
36047060000,83617,5.07,14.54
36047060600,83617,7.35,9.14
36047060800,83617,5.73,11.48
36047061002,83618,8.14,10.03
36047061003,85537,3.19,4.62
36047061004,85537,7.11,7.87
36047061200,83617,10.73,12.84
36047061600,85234,8.04,19.71
36047062000,83617,14.25,15.55
36047062200,85234,9.47,16.32
36047063200,80249,10.97,20.43
36047063600,85539,13.95,14.27
36047063800,80249,11.72,14.92
36047064000,FPC-485,11.22,12.83
36047064200,FPC-485,9.91,13.69
36047064400,FPC-485,6.71,9.9
36047064600,FPC-485,5.14,6.42
36047064800,84982,3.01,5.03
36047065000,85539,1.23,3.94
36047065200,85539,7.59,11.16
36047065400,85539,9.39,12.59
36047065600,85539,9.23,10.38
36047065800,85539,16.6,17.54
36047066000,85539,16.18,18.42
36047067000,81721,12.65,13.76
36047067200,85539,6.49,9.15
36047067400,85539,3.83,6.91
36047067600,81721,9.07,10.52
36047067800,81721,7.33,9.67
36047068000,81721,5.18,7.96
36047068200,81721,8.2,9.53
36047068600,85442,8.11,12.68
36047068800,85442,4.89,9.31
36047069000,81721,2.25,6.77
36047069200,81721,3.28,8.05
36047069601,85442,9.94,10.16
36047069800,85442,11.12,15.66
36047070000,85442,12.16,16.95
36047070201,85442,18.97,26.22
36047070203,85330,45.57,50.85
36047072000,85526,7.7,9.32
36047072200,85338,4.42,5.71
36047072400,85338,2.55,4.39
36047072600,Plentiful-1399,2.64,5.73
36047072800,DSNY-BRS-1309,4.64,7.32
36047073000,DSNY-BRS-1309,7.93,9.02
36047073200,FPC-717,6.82,7.17
36047073400,81576,4.02,5.46
36047073600,FPC-717,0.57,1.72
36047073800,85247,1.83,2.75
36047074000,81576,1.84,5.4
36047074200,81576,5.17,8.57
36047074400,FPC-485,5.94,6.23
36047074600,FPC-485,0.48,5.02
36047074800,FPC-485,6.99,9.06
36047075000,DSNY-BRS-1101,8.86,9.12
36047075200,DSNY-BRS-1101,9.48,9.8
36047075400,FPC-485,10.01,14.23
36047075600,FPC-485,6.18,11.13
36047075800,FPC-485,10.61,16.53
36047076000,FPC-642,15.63,16.67
36047076200,FPC-642,8.92,11.03
36047076400,FPC-642,1.06,4.76
36047076600,FPC-642,2.48,5.32
36047076800,FPC-631,18.49,19.15
36047077000,CH-R802,3.04,4.67
36047077200,DSNY-BRS-1101,3.1,3.89
36047077400,85365,3.34,5.14
36047077600,81576,5.87,7.49
36047078000,Plentiful-1381,4.02,5.51
36047078200,82261,4.79,5.3
36047078400,82261,4.63,6.75
36047078601,85365,3.63,4.12
36047078602,82261,3.22,4.98
36047078801,CH-R802,1.59,4.75
36047078802,82261,1.81,5.08
36047079001,81479,3.04,3.73
36047079002,CH-R802,6.21,6.59
36047079201,85333,1.17,2.55
36047079202,84339,4.48,5.28
36047079400,84339,0.32,1.66
36047079601,85386,4.14,4.81
36047079602,85386,3.08,3.82
36047079801,85172,3.06,5.59
36047080000,81427,3.75,4.85
36047080200,81427,0.78,4.57
36047080400,83318,4.61,4.97
36047080600,80299,1.27,2.99
36047080800,80386,6.45,7.2
36047081000,84946,1.41,3.62
36047081400,80386,1.15,2.78
36047081600,84949,2.62,4.15
36047081800,84949,6.11,6.92
36047082000,85506,4.54,5.04
36047082200,85386,2.4,3.18
36047082400,85235,1.72,3.39
36047082600,87341,2.39,3.61
36047082800,84342,3.77,6.33
36047083000,84342,3.94,5.53
36047083200,85257,2.06,5.8
36047083400,85257,1.54,4.47
36047083600,Plentiful-1381,2.34,4.14
36047083800,85229,0.97,1.81
36047084000,85373,2.24,2.35
36047084600,85373,2.94,5.42
36047084800,85373,5.48,7.56
36047085000,FPC-644,4.76,5.03
36047085200,FPC-444,6.37,7.0
36047085400,85257,5.31,6.97
36047085600,82343,5.07,5.43
36047085800,FPC-444,1.63,2.78
36047086000,80284,5.46,5.91
36047086200,Plentiful-1544,8.19,8.3
36047086400,Plentiful-1544,5.19,6.82
36047086600,Plentiful-1544,1.67,3.98
36047086800,Plentiful-1544,2.91,3.84
36047087000,80241,0.29,2.04
36047087200,FPC-639,2.47,3.08
36047087401,81156,4.55,5.64
36047087600,80260,5.43,5.87
36047087800,85139,1.85,3.16
36047088001,85139,3.49,5.01
36047088002,85139,2.13,3.29
36047088200,84002,0.35,3.66
36047088400,85218,2.86,3.07
36047088600,84087,2.69,4.36
36047088800,84103,0.27,2.81
36047089000,84087,3.17,4.32
36047089200,81987,3.95,4.39
36047089400,84087,5.76,6.76
36047089600,85262,1.41,2.36
36047089800,81307,3.8,5.54
36047090000,84740,2.7,4.0
36047090200,84740,3.04,3.98
36047090600,85148,4.28,6.48
36047090800,82195,7.16,8.11
36047091000,80345,5.85,6.86
36047091200,80345,5.33,5.64
36047091600,83614,0.76,2.3
36047091800,80345,0.86,3.26
36047092000,85492,5.1,6.14
36047092200,84221,2.77,5.49
36047092400,85148,1.3,5.34
36047092800,85118,4.79,5.62
36047093000,82296,4.15,4.93
36047093200,85270,2.87,6.0
36047093400,82296,4.25,6.56
36047093600,82296,5.7,9.08
36047093800,82296,7.25,8.35
36047094401,83002,0.81,4.03
36047094402,DSNY-BRS-2115,2.45,3.05
36047094600,83002,7.75,9.44
36047095000,84896,2.4,3.38
36047095600,84043,2.66,5.28
36047095800,82904,4.1,7.26
36047096200,85118,6.42,9.01
36047096400,82904,5.05,6.36
36047096600,85276,2.82,5.95
36047096800,85276,3.66,8.81
36047097000,85118,5.82,8.36
36047097400,85276,7.37,12.83
36047098200,84148,10.07,12.48
36047098400,84599,9.51,13.75
36047098600,85276,9.29,13.81
36047098800,85276,5.15,11.93
36047099000,85276,5.59,9.13
36047099200,83552,4.09,6.78
36047099400,83552,0.87,5.16
36047100400,83552,7.04,11.09
36047100600,83552,5.69,10.66
36047100800,83552,6.7,9.35
36047101000,85512,7.11,9.07
36047101200,85512,9.86,11.23
36047101400,85512,13.59,13.98
36047101600,84599,11.51,14.4
36047101800,84599,11.67,11.98
36047102000,85330,8.07,12.07
36047102200,85512,5.91,9.32
36047102400,85512,2.97,7.5
36047102600,83552,9.73,11.36
36047102801,85512,2.21,7.77
36047102802,85512,8.68,12.3
36047103401,85330,1.16,9.72
36047103402,85330,6.4,12.04
36047105801,85325,4.02,4.64
36047107001,85463,5.85,10.41
36047107003,85325,4.48,5.75
36047107800,85463,3.18,10.22
36047109800,84221,7.03,10.84
36047110400,83514,7.38,8.54
36047110600,83514,8.93,9.54
36047111000,83514,6.75,8.31
36047111600,85328,7.03,9.75
36047111800,85328,2.15,5.31
36047112000,85328,3.92,5.89
36047112200,83514,0.97,2.12
36047112400,84137,0.95,2.37
36047112600,85491,5.99,6.21
36047112800,84148,5.13,5.94
36047113000,84148,4.91,7.47
36047113200,84148,5.5,7.25
36047113400,85491,2.61,8.04
36047114201,84611,5.89,7.54
36047114202,84611,3.02,7.89
36047114600,84611,2.01,6.75
36047115000,84738,2.27,3.11
36047115200,82057,7.08,7.86
36047115600,85491,2.19,6.53
36047115800,81323,4.53,6.16
36047116000,81323,3.19,5.78
36047116200,84738,5.8,6.01
36047116400,85237,1.93,3.42
36047116600,FPC-432,0.52,1.16
36047116800,85227,3.27,4.53
36047117000,83936,3.48,3.94
36047117201,85227,3.3,5.57
36047117202,85227,3.38,6.57
36047117400,83306,1.91,4.7
36047117601,81272,2.85,5.96
36047117602,81272,3.72,8.16
36047117800,81272,3.14,4.83
36047118000,81272,9.15,11.83
36047118201,81272,6.97,11.18
36047118202,85243,8.85,11.76
36047118400,81272,6.06,8.98
36047118800,FPC-99,6.82,9.16
36047119000,FPC-630,2.15,6.29
36047119200,83583,2.19,5.03
36047119400,85237,3.68,4.13
36047119600,FPC-630,3.02,5.59
36047119800,82057,4.0,5.41
36047120000,FPC-99,2.38,6.08
36047120200,FPC-99,5.25,8.68
36047120801,85378,3.65,6.0
36047120802,FPC-99,3.5,7.11
36047120803,FPC-99,6.67,10.14
36047121000,85378,5.05,6.54
36047121400,85378,3.78,9.74
36047122000,85378,9.1,13.22
36047123700,FPC-583,9.6,10.33
36061014300,81139,8.83,11.23
36081032000,FPC-149,6.38,11.74
36081068000,85448,9.8,14.62
36081048302,84504,4.77,8.33
36005007100,82750,4.16,5.03
36005007500,85355,4.92,5.27
36005014100,80137,1.68,3.52
36005018502,84319,1.65,2.64
36081024500,84884,8.54,13.26
36081024700,84884,4.8,9.34
36085014606,85486,39.29,46.3
36047070202,85442,49.46,55.58
36047070602,85512,25.95,29.66
36047007500,FPC-608,11.18,12.25
36047007700,FPC-215,10.65,12.2
36081056800,82976,4.12,8.79
36081058000,82976,15.85,16.56
36081013700,85244,12.04,17.4
36081014100,85244,8.52,14.26
36047105804,84599,6.62,6.68
36047107002,85325,12.87,15.07
36005033400,DSNY-BRS-2184,11.33,11.36
36005037600,83304,3.77,7.29
36005017300,85294,4.07,4.92
36005033700,FPC-665,32.98,39.36
36005034500,FPC-665,29.26,36.18
36005011502,81502,3.78,5.14
36005012300,85387,4.53,6.73
36081051100,84504,17.77,22.07
36081060701,FPC-683,20.86,21.05
36005003700,81582,4.52,5.14
36061014700,85369,1.07,2.98
36061015102,85369,4.91,7.17
36061008601,FPC-545,2.9,10.16
36061008800,FPC-545,8.19,10.42
36005006000,87064,6.35,7.8
36005022000,85453,6.45,7.79
36061008602,FPC-545,10.13,11.6
36061009000,80739,7.55,7.95
36047050803,80336,1.14,5.07
36047079802,80336,5.11,6.8
36005006100,84947,1.54,3.3
36005025700,81246,5.64,8.41
36061029900,84349,2.42,4.3
36047152200,FPC-640,6.43,9.05
36005005300,FPC-11,5.79,10.05
36005024700,81246,10.01,12.17
36081060300,FPC-686,13.22,14.99
36081061301,DSNY-BRS-1011,9.05,9.42
36081089201,80942,15.29,27.62
36081006201,FPC-695,17.23,21.01
36081088400,80942,5.04,25.43
36005018301,85344,4.16,4.46
36005019500,84086,1.99,3.89
36005005902,84947,2.42,3.7
36085014604,85486,15.28,53.78
36085014605,85486,30.38,54.81
36081029100,FPC-597,7.23,9.55
36081029300,80891,7.34,9.9
36085005901,FPC-33,17.06,18.82
36047051200,82347,5.37,6.95
36081032900,FPC-606,3.28,5.9
36005011000,85081,17.93,19.45
36005016600,85081,16.17,18.7
36005019400,85174,11.41,13.84
36081001800,81592,10.4,11.9
36081002000,84936,7.2,11.54
36047050600,FPC-640,7.94,9.08
36081049900,85024,8.7,10.55
36081050700,85535,2.45,10.2
36061024000,FPC-568,12.31,13.9
36005001902,80159,3.85,7.93
36047006300,81698,2.6,8.89
36047005100,81698,2.16,8.84
36047005900,FPC-215,4.73,6.07
36081038100,FPC-600,3.19,5.08
36085021300,FPC-27,3.76,4.81
36085024700,FPC-27,9.83,11.09
36005005100,85331,2.58,4.48
36005006301,85114,4.64,6.44
36061029700,80581,6.27,10.08
36061030300,80581,2.74,5.62
36085019800,81028,17.76,32.16
36085020803,81028,8.91,32.5
36047035400,85479,10.35,11.65
36047036600,85479,2.14,3.61
36081003700,84960,4.67,8.89
36081003900,84960,3.48,8.61
36081034700,FPC-606,3.16,9.13
36005015700,85283,3.97,5.74
36005016100,81435,5.8,7.16
36061031703,85471,4.41,8.73
36061031704,85517,2.33,6.73
36085029106,FPC-711,21.18,25.53
36047001300,85340,6.05,6.55
36085013203,85486,24.8,48.73
36085013204,FPC-617,34.71,44.06
36085013201,FPC-617,26.05,34.78
36085013800,83197,36.67,39.48
36061011700,80649,6.99,7.95
36061012901,FPC-548,7.34,8.85
36047017100,FPC-640,17.42,18.53
36047050202,FPC-640,12.03,16.83
36047050001,FPC-640,7.79,14.95
36047150200,FPC-640,16.55,21.63
36081056400,83874,4.0,5.6
36061023900,81631,1.22,2.08
36061024500,81071,3.8,6.09
36047054300,FPC-718,13.3,16.51
36047054500,FPC-713,10.47,10.84
36081030904,83361,3.09,9.82
36081030905,80891,8.37,9.44
36047069602,85442,9.46,13.61
36047070601,85442,17.25,22.01
36081069000,85448,11.57,17.17
36081069400,85448,19.5,23.06
36085017016,85486,34.06,58.68
36085022802,FPC-711,46.93,53.84
36005005600,85003,1.53,3.18
36005006200,84225,0.9,2.35
36081127700,FPC-694,20.37,23.75
36061001300,85345,2.32,5.54
36061002100,85471,5.24,8.31
36005021601,FPC-672,4.21,7.02
36005021602,FPC-672,2.39,4.29
36061024302,81631,4.52,5.6
36061031100,85458,4.17,6.17
36081138502,FPC-511,13.22,34.75
36081152901,FPC-511,26.08,38.82
36081047600,FPC-694,7.23,13.24
36081128300,FPC-694,22.27,26.82
36047014102,FPC-634,9.7,18.36
36047010100,80413,10.93,14.16
36081024300,84884,9.71,14.42
36081048900,84504,2.34,9.46
36047014500,80413,17.37,18.05
36047011700,FPC-634,10.7,15.51
36047014300,FPC-634,13.2,19.45
36005021001,FPC-670,8.88,9.35
36081021900,84105,20.85,25.91
36081053502,FPC-439,21.16,22.89
36061000202,85193,1.91,5.17
36047002100,FPC-718,7.58,11.56
36047038700,80338,1.4,1.92
36047039500,85215,1.85,3.83
36047028900,FPC-660,3.25,4.06
36047039300,FPC-660,2.07,3.31
36005001903,80159,6.96,11.7
36005009302,DSNY-BRS-1352,8.19,10.12
36081003600,FPC-695,9.16,10.78
36047118600,FPC-630,7.21,9.29
36047032700,85172,2.26,3.54
36005003500,85355,6.3,7.75
36005007300,85355,0.8,4.67
36085007500,83656,5.12,8.81
36085007700,Plentiful-1449,3.97,8.85
36081001902,FPC-284,4.34,5.62
36081047500,85165,6.49,8.61
36081068700,85165,2.18,8.94
36085014100,81260,7.72,9.27
36085012500,FPC-719,2.19,8.45
36085014700,FPC-719,15.83,21.62
36061000800,FPC-626,4.65,7.14
36047036502,82195,1.97,4.58
36047114400,82057,3.02,4.99
36061006200,85490,2.74,4.82
36047056302,85083,10.52,16.21
36081103201,87274,1.41,3.65
36081103202,84182,4.49,4.66
36005004100,81061,1.88,3.73
36005004300,DSNY-BRS-1342,1.53,2.09
36047095400,84043,4.89,6.13
36047096000,85118,5.91,9.2
36047057901,85083,8.84,18.21
36047057902,85083,11.42,17.85
36047099600,83552,5.35,6.74
36047099800,83552,9.81,11.71
36081017101,84174,4.58,8.51
36081017102,80971,9.27,13.22
36061010602,FPC-168,6.71,9.62
36061011600,84065,5.21,7.54
36061011401,80518,1.69,5.07
36005023800,DSNY-BRS-2157,5.02,6.25
36005024000,85453,5.78,6.63
36061004200,FPC-559,4.26,5.06
36061005700,87290,0.71,3.62
36061028700,85357,6.43,10.37
36061029100,85431,1.39,3.23
36081099100,85053,44.61,46.37
36081099705,85053,44.97,50.2
36081021601,80957,6.76,16.13
36081038302,87233,12.25,18.74
36005033500,FPC-665,16.52,22.01
36005035100,FPC-665,16.03,22.97
36061023802,80522,9.7,11.51
36061023803,80522,10.16,11.32
36085001800,84301,20.74,22.41
36005011800,FPC-715,14.85,29.37
36005013800,FPC-715,3.3,19.46
36085002002,84301,9.7,11.54
36061001501,FPC-622,9.09,10.84
36061002901,FPC-622,4.4,8.43
36061002700,FPC-622,6.8,7.54
36061002902,FPC-622,4.49,5.97
36047062600,80249,12.48,17.17
36047062800,85234,18.92,21.86
36085011204,FPC-618,7.95,14.89
36085012804,FPC-617,6.36,19.51
36047066200,81721,17.87,18.13
36047066600,85234,29.09,32.59
36061002400,FPC-627,3.19,5.81
36047055500,83174,8.6,12.2
36047017700,80336,13.18,13.34
36047050401,FPC-640,6.45,13.05
